group,neuron_count,hidden_neurons,max_edges,seeds,final_mean_best_fitness,final_std_best_fitness,final_mean_selection_best_fitness,final_mean_active_synapses,final_active_edge_utilization,final_fitness_per_active_synapse,final_mean_hidden_edge_fraction,final_mean_direct_sensor_motor_fraction,threshold_success_rate,mean_generation_to_threshold
gentle_ltw_scheduled,32,20,256,10,10.6,1.577621275493231,4.1,77.82127838134765,0.30398936867713927,0.05270802594634908,0.8188016474246979,0.0711552694439888,0.0,
low_ltw_pruning,32,20,256,10,10.6,1.3498971154211057,3.8,100.58200759887696,0.3928984671831131,0.0378136497771706,0.8349609792232513,0.057261818274855616,0.0,
