seed,arm,model_kind,conventional,causal_state,sensor_dropout,channels,best_epoch,best_validation_accuracy,damaged_validation_accuracy,clean_accuracy,damaged_accuracy,damage_drop,damaged_direct_only_accuracy,damaged_shuffled_state_accuracy,damaged_state_contribution,damaged_state_specificity,checkpoint_activity,activity_kind,mean_absolute_gate,effective_trainable_parameters,parameter_ratio_vs_target,test_examples_per_second,train_seconds
151,dilated_tcn,tcn,True,False,False,32,5,0.39566666666666667,0.318,0.38666666666666666,0.31066666666666665,0.07600000000000001,,,,,0.2548336402575175,relu_activation,0.0,131971,0.9875777327117211,10936.7193289997,3.399597176000043
151,dropout_tcn,tcn,True,False,True,32,5,0.474,0.4103333333333333,0.4483333333333333,0.404,0.04433333333333328,,,,,0.32880915109316505,relu_activation,0.0,131971,0.9875777327117211,10810.265272240908,3.3183111909997933
151,masked_residual_analog,shared_residual,False,True,True,32,5,0.419,0.37833333333333335,0.4136666666666667,0.373,0.040666666666666684,,,,,0.7194164867401123,analog_activation,0.11761311441659927,132038,0.9880791133793805,5299.080060978992,16.033446902999913
151,masked_residual_lif,shared_residual,False,True,True,32,5,0.382,0.343,0.37333333333333335,0.336,0.03733333333333333,,,,,0.11538150972127914,spike_rate,0.14431628584861755,132070,0.9883185787728895,7848.031923657726,30.826511417000347
