arm,model_kind,conventional,causal_state,runs,mean_clean_accuracy,std_clean_accuracy,mean_damaged_accuracy,std_damaged_accuracy,mean_damage_drop,mean_damage_drop_gap_vs_best_conventional,mean_clean_gap_vs_best_conventional,mean_damaged_gap_vs_best_conventional,mean_damaged_state_contribution,causal_seed_count,mean_damaged_state_specificity,specificity_seed_count,mean_activity,activity_kind,mean_absolute_gate,effective_trainable_parameters,mean_test_examples_per_second,mean_train_seconds
dropout_tcn,tcn,True,False,3,0.5960160926307526,0.0067314583009096055,0.5575017172014523,0.01439982841019248,0.03851437542930036,-3.469446951953614e-17,0.0,0.0,0.0,0,0.0,0,0.3047463436566613,relu_activation,0.0,131971,9249.059025744553,52.67301959899987
dilated_tcn,tcn,True,False,3,0.5691786870768325,0.002627805675352818,0.46987538023746445,0.006787487487624143,0.09930330683936806,0.06078893141006766,-0.026837405553920113,-0.0876263369639878,0.0,0,0.0,0,0.27444070831652306,relu_activation,0.0,131971,10584.280779463526,41.440029876333334
