seed,arm,classifier,schedule,scope,reservoir_learning_rate,surrogate_slope,warmup_epochs,train_accuracy,test_accuracy,active_edges,scope_trainable_edges,readout_parameters,optimizer_parameters,effective_trainable_parameters,initial_hidden_event_rate,final_hidden_event_rate,event_rate_ratio,mean_absolute_ltw_change,mean_sensor_ltw_change,mean_recurrent_ltw_change,lower_ltw_saturation_rate,upper_ltw_saturation_rate,train_seconds,inference_seconds,end_to_end_examples_per_second,paired_frozen_test_accuracy,accuracy_gain_vs_frozen
43,warm_all_3em4_s10,mlp,warmup,all,0.0003,10.0,10,0.95285,0.9246,384,384,34165,34677,34549,0.026380398869514467,0.026603216119110585,1.0084463184464436,0.008525822311639786,0.01036946102976799,0.007604002952575684,0.0,0.0,5.439356643999417,0.041340836999552266,120945.78539989772,0.9244,0.00019999999999997797
43,warm_sensor_3em4_s10,mlp,warmup,sensor,0.0003,10.0,10,0.95215,0.9234,384,128,34165,34677,34293,0.026380398869514467,0.02655884101986885,1.006764194553578,0.0034857243299484253,0.010457172989845276,0.0,0.0,0.0,6.082089946000451,0.06526870899961068,76606.38729700973,0.9244,-0.0010000000000000009
43,warm_recurrent_3em4_s10,mlp,warmup,recurrent,0.0003,10.0,10,0.95235,0.9244,384,256,34165,34677,34421,0.026380398869514467,0.026359690353274345,0.9992150036721373,0.005181167274713516,0.0,0.007771750912070274,0.0,0.0,5.598302405999675,0.0416056980002395,120175.84706717859,0.9244,0.0
44,frozen,linear,frozen,none,0.0,10.0,0,0.9234,0.9158,384,0,10250,10250,10250,0.021080048009753227,0.021080048009753227,1.0,0.0,0.0,0.0,0.0,0.0,3.022965194999415,0.04282181300004595,116762.92173791508,0.9158,0.0
44,joint_all_1em3_s10,linear,joint,all,0.001,10.0,0,0.9212,0.9134,384,384,10250,10762,10634,0.021080048009753227,0.03509958237409592,1.6650617853363614,0.10558807849884033,0.13701234757900238,0.08987594395875931,0.015625,0.0364583358168602,6.28118882400031,0.040230513000096835,124283.77435773601,0.9158,-0.0023999999999999577
44,warm_all_1em4_s5,linear,warmup,all,0.0001,5.0,10,0.92355,0.9154,384,384,10250,10762,10634,0.021080048009753227,0.02123757191002369,1.007472653771831,0.006988300010561943,0.009018213488161564,0.005973342806100845,0.0,0.0,5.361206515000049,0.04126460699990275,121169.21409215852,0.9158,-0.00039999999999995595
44,warm_all_3em4_s5,linear,warmup,all,0.0003,5.0,10,0.92375,0.9164,384,384,10250,10762,10634,0.021080048009753227,0.021807884611189366,1.03452727437335,0.020089752972126007,0.02604607865214348,0.01711159013211727,0.0,0.0,6.184921299000052,0.06254336900019553,79944.52617326016,0.9158,0.0006000000000000449
44,warm_all_1em4_s10,linear,warmup,all,0.0001,10.0,10,0.92345,0.9154,384,384,10250,10762,10634,0.021080048009753227,0.0212394792586565,1.0075631349999539,0.007010393775999546,0.009074565954506397,0.005978306755423546,0.0,0.0,5.538715120999768,0.04073299399988173,122750.61342199687,0.9158,-0.00039999999999995595
44,warm_all_3em4_s10,linear,warmup,all,0.0003,10.0,10,0.92375,0.9164,384,384,10250,10762,10634,0.021080048009753227,0.02180521432310343,1.0344006006539779,0.020124046131968498,0.026196081191301346,0.01708802580833435,0.0,0.0,6.0112501920002614,0.0595937079997384,83901.47496816189,0.9158,0.0006000000000000449
44,warm_sensor_3em4_s10,linear,warmup,sensor,0.0003,10.0,10,0.92345,0.9158,384,128,10250,10762,10378,0.021080048009753227,0.02179676741361618,1.033999894285409,0.00880756787955761,0.02642270177602768,0.0,0.0,0.0,6.0608190009998,0.04141794099996332,120720.63167032924,0.9158,0.0
44,warm_recurrent_3em4_s10,linear,warmup,recurrent,0.0003,10.0,10,0.92355,0.915,384,256,10250,10762,10506,0.021080048009753227,0.021020803600549698,0.997189550556236,0.011666474863886833,0.0,0.017499711364507675,0.0,0.0,5.482974905000447,0.062243397000202094,80329.80590670148,0.9158,-0.0007999999999999119
44,frozen,mlp,frozen,none,0.0,10.0,0,0.9523,0.9278,384,0,34165,34165,34165,0.021080048009753227,0.021080048009753227,1.0,0.0,0.0,0.0,0.0,0.0,3.9365579569994225,0.048564964000433974,102954.87915846742,0.9278,0.0
44,joint_all_1em3_s10,mlp,joint,all,0.001,10.0,0,0.9435,0.9218,384,384,34165,34677,34549,0.021080048009753227,0.023129474744200705,1.0972211606681,0.05883200094103813,0.06742384284734726,0.05453608185052872,0.0078125,0.0052083334885537624,5.563026806999915,0.04072095600076864,122786.9011696489,0.9278,-0.006000000000000005
44,warm_all_1em4_s5,mlp,warmup,all,0.0001,5.0,10,0.9525,0.9264,384,384,34165,34677,34549,0.021080048009753227,0.021054871194064618,0.998805656624835,0.0035727459471672773,0.0035699657164514065,0.0035741357132792473,0.0,0.0,6.327803803999814,0.06479911899987201,77161.54289088215,0.9278,-0.0013999999999999568
44,warm_all_3em4_s5,mlp,warmup,all,0.0003,5.0,10,0.95245,0.9272,384,384,34165,34677,34549,0.021080048009753227,0.021084532514214514,1.000212736918778,0.010439067147672176,0.010535378009080887,0.010390911251306534,0.0,0.0,5.64335817599931,0.04211834899979294,118713.10530297806,0.9278,-0.0005999999999999339
44,warm_all_1em4_s10,mlp,warmup,all,0.0001,10.0,10,0.95195,0.9264,384,384,34165,34677,34549,0.021080048009753227,0.021062235906720163,0.9991550254997131,0.0035971857141703367,0.0035992348566651344,0.0035961614921689034,0.0,0.0,6.114329914999871,0.06879253500028426,72682.3048457124,0.9278,-0.0013999999999999568
44,warm_all_3em4_s10,mlp,warmup,all,0.0003,10.0,10,0.9521,0.927,384,384,34165,34677,34549,0.021080048009753227,0.021103458106517793,1.001110533370405,0.010515592992305756,0.010627677664160728,0.010459549725055695,0.0,0.0,5.929783876999863,0.058454924000216124,85535.99351153914,0.9278,-0.0007999999999999119
44,warm_sensor_3em4_s10,mlp,warmup,sensor,0.0003,10.0,10,0.95205,0.9274,384,128,34165,34677,34293,0.021080048009753227,0.02111807055771351,1.0018037220760927,0.003545207902789116,0.010635623708367348,0.0,0.0,0.0,5.7784092359997885,0.05294484099977126,94437.90755782234,0.9278,-0.00039999999999995595
44,warm_recurrent_3em4_s10,mlp,warmup,recurrent,0.0003,10.0,10,0.95265,0.9276,384,256,34165,34677,34421,0.021080048009753227,0.02108776308596134,1.0003659894989112,0.00701255863532424,0.0,0.010518837720155716,0.0,0.0,6.2520396219997565,0.041030310999303765,121861.12847365071,0.9278,-0.00019999999999997797
