arm,model_kind,conventional,causal_state,runs,mean_full_accuracy,std_full_accuracy,best_conventional_arm,mean_gain_vs_best_conventional,mean_state_contribution_vs_direct_only,one_point_seed_count_state_contribution,mean_state_specificity_vs_shuffled,one_point_seed_count_state_specificity,mean_activity,activity_kind,effective_trainable_parameters,mean_test_examples_per_second,mean_train_seconds
dilated_tcn,tcn,True,False,3,0.5916985575507802,0.002302299716740247,dilated_tcn,0.0,0.0,0,0.0,0,0.39550202997214373,relu_activation,131971,56392.22188329906,40.88511971666666
