seed,arm,model_kind,conventional,causal_state,channels,best_epoch,best_validation_accuracy,full_accuracy,direct_only_accuracy,state_only_accuracy,shuffled_state_accuracy,state_contribution_vs_direct_only,state_specificity_vs_shuffled,checkpoint_activity,activity_kind,effective_trainable_parameters,parameter_ratio_vs_target,test_examples_per_second,train_seconds,train_samples,validation_samples,test_samples
142,temporal_conv1d,conv1d,True,False,33,4,0.31433333333333335,0.30966666666666665,,,,,,0.17793263427416484,relu_activation,132893,0.9944773293621989,51054.483557963285,3.7390120640000077,15000,3000,3000
142,dilated_tcn,tcn,True,False,32,4,0.5053333333333333,0.48,,,,,,0.42777554599444073,relu_activation,131971,0.9875777327117211,57391.15862423293,2.299533510999993,15000,3000,3000
142,residual_lif,residual_lif,False,True,29,4,0.44333333333333336,0.41,,,,,,0.10546516146262487,spike_rate,133087,0.9959290883103471,11864.15110385396,12.376708777999966,15000,3000,3000
142,hierarchical_residual_analog,hierarchical_analog,False,True,28,4,0.4196666666666667,0.404,,,,,,0.6300489974021911,analog_activation,130851,0.9791964439389064,27491.9982019096,6.9815678379999895,15000,3000,3000
142,hierarchical_residual_lif,hierarchical_lif,False,True,28,4,0.37066666666666664,0.352,,,,,,0.08811718704303105,spike_rate,130879,0.9794059761582268,18544.010466040785,12.036992344999987,15000,3000,3000
