arm,model_kind,conventional,causal_state,runs,mean_full_accuracy,std_full_accuracy,mean_gain_vs_tcn,mean_state_contribution_vs_direct_only,half_point_seed_count_state_contribution,mean_state_specificity_vs_shuffled,half_point_seed_count_state_specificity,mean_state_temporal_order_vs_reversed,half_point_seed_count_temporal_order,mean_future_alignment_margin,alignment_seed_count,mean_activity,activity_kind,mean_absolute_gate,effective_trainable_parameters,mean_test_examples_per_second,mean_train_seconds
lif_paired_predictive,predictive_lif,False,True,3,0.5880679030517123,0.01092734036123688,0.004170346384064438,0.010090602819481265,2,-0.01022143721584401,0,0.0016517842540804129,0,0.2927859868889986,3,0.07203788662774248,spike_rate,0.23501275862204532,134214,16003.963264990236,266.1812967176667
dilated_tcn,tcn,True,False,3,0.5838975566676479,0.018480546632097212,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.38406469878623845,relu_activation,0.0,131971,53555.57738454381,46.15992750566651
lif_no_predictive,predictive_lif,False,True,3,0.5758348869917902,0.015666582448713547,-0.00806266967585767,0.01116998658947436,2,-0.0011775095672652187,1,0.002191476139076961,0,-0.0032614965468359485,0,0.08587640302169663,spike_rate,0.24517037102664,134214,14605.866758905193,256.66531475600004
lif_shuffled_predictive,predictive_lif,False,True,3,0.5715991234095443,0.03130224040896324,-0.012298433258103536,0.016337945245805136,3,-0.004023157688156235,0,0.005445981748601669,1,-0.0016990351123362512,0,0.0788351263776234,spike_rate,0.27448303997126716,134214,13875.586192666138,265.7301942336666
analog_paired_predictive,predictive_analog,False,True,3,0.5662512674582147,0.0005627400168150504,-0.01764628920943312,0.17530173682661168,3,-0.00852059006312759,0,0.036077584797043115,3,0.23338690414063124,3,0.7824488509973624,analog_activation,0.2122979951009929,134182,18751.427949945213,151.48841869833322
