world,policy,eval_seed,sensor_noise_std,steps,population_size,mean_fitness,best_fitness,mean_food_hits,mean_toxin_hits,survival_rate,cue_action_coverage,oracle_action_agreement,mean_action_magnitude,fitness_per_unit_action
moving_toxins,random_cardinal,43,0.0,480,10000,0.2076999992132187,49.0,84.46859741210938,84.26089477539062,0.5299999713897705,1.0,0.25006770833333336,1.0,0.2076999992132187
moving_toxins,direct_sensor_oracle,43,0.0,480,10000,1.1812000274658203,28.0,12.759299278259277,11.578099250793457,0.6620000004768372,1.0,1.0,1.0,1.1812000274658203
moving_toxins,base_adapter,43,0.0,480,10000,1.5203999280929565,41.0,25.099899291992188,23.579500198364258,0.6434000134468079,1.0,0.6552460416666667,1.0,1.5203999280929565
moving_toxins,augmented_adapter,43,0.0,480,10000,1.7305999994277954,41.0,24.068599700927734,22.33799934387207,0.6645999550819397,1.0,0.6656283333333334,1.0,1.7305999994277954
moving_toxins,fixed_motor_spiking,44,0.0,480,10000,-12.581899642944336,17.0,22.671998977661133,35.25389862060547,0.04019999876618385,0.07495333333333333,0.3112825758249578,0.07611149739583334,-165.30879135788913
moving_toxins,fixed_analog_cardinal,44,0.0,480,10000,0.04399999976158142,47.0,94.54959869384766,94.50559997558594,0.5220999717712402,0.7407629166666667,0.25245566085865306,0.7407629166666667,0.05939822144388044
moving_toxins,random_cardinal,44,0.0,480,10000,0.6590999960899353,42.0,84.88959503173828,84.23049926757812,0.5418999791145325,1.0,0.24993041666666665,1.0,0.6590999960899353
moving_toxins,direct_sensor_oracle,44,0.0,480,10000,1.8087999820709229,38.0,25.44099998474121,23.632200241088867,0.6952999830245972,1.0,1.0,1.0,1.8087999820709229
moving_toxins,base_adapter,44,0.0,480,10000,1.7264999151229858,30.0,21.226598739624023,19.500099182128906,0.6884999871253967,1.0,0.654648125,1.0,1.7264999151229858
moving_toxins,augmented_adapter,44,0.0,480,10000,1.7768999338150024,31.0,18.416898727416992,16.639999389648438,0.7042999863624573,1.0,0.6785860416666667,1.0,1.7768999338150024
moving_toxins,fixed_motor_spiking,45,0.0,480,10000,-11.652299880981445,15.0,25.330299377441406,36.98259735107422,0.061400000005960464,0.06996479166666666,0.3358117624638583,0.07092122395833333,-164.29919325457843
moving_toxins,fixed_analog_cardinal,45,0.0,480,10000,-0.23409999907016754,49.0,93.4906005859375,93.72470092773438,0.5058000087738037,0.740341875,0.2552649521997298,0.740341875,-0.31620526539872884
moving_toxins,random_cardinal,45,0.0,480,10000,0.5720999836921692,42.0,84.19609832763672,83.6240005493164,0.5396999716758728,1.0,0.25021645833333334,1.0,0.5720999836921692
moving_toxins,direct_sensor_oracle,45,0.0,480,10000,2.0500998497009277,36.0,19.031599044799805,16.98149871826172,0.7155999541282654,1.0,1.0,1.0,2.0500998497009277
moving_toxins,base_adapter,45,0.0,480,10000,0.7371000051498413,39.0,24.691200256347656,23.954099655151367,0.5935999751091003,1.0,0.65977,1.0,0.7371000051498413
moving_toxins,augmented_adapter,45,0.0,480,10000,1.2760999202728271,49.0,24.910398483276367,23.634300231933594,0.6371999979019165,1.0,0.6742083333333333,1.0,1.2760999202728271
moving_toxins,fixed_motor_spiking,46,0.0,480,10000,-7.092700004577637,22.0,34.6077995300293,41.70050048828125,0.1964000016450882,0.07372583333333334,0.3276723446100982,0.07485682942708333,-94.75020594462268
moving_toxins,fixed_analog_cardinal,46,0.0,480,10000,-0.20520000159740448,44.0,91.07959747314453,91.28479766845703,0.5120999813079834,0.7397140352956887,0.25182588858221144,0.7397160416666667,-0.2774037468959912
moving_toxins,random_cardinal,46,0.0,480,10000,0.46219998598098755,41.0,84.78820037841797,84.32599639892578,0.5346999764442444,1.0,0.25014333333333333,1.0,0.46219998598098755
moving_toxins,direct_sensor_oracle,46,0.0,480,10000,2.103600025177002,49.0,26.34939956665039,24.245800018310547,0.6771999597549438,1.0,1.0,1.0,2.103600025177002
