world,group,neuron_count,hidden_neurons,max_edges,seeds,final_mean_best_fitness,final_std_best_fitness,final_mean_selection_best_fitness,final_mean_active_synapses,final_active_edge_utilization,final_fitness_per_active_synapse,final_mean_hidden_edge_fraction,final_mean_direct_sensor_motor_fraction,threshold_success_rate,mean_generation_to_threshold
delayed_reward,gentle_ltw_scheduled,32,20,256,3,23.0,1.0,18.0,77.55426534016927,0.3029463489850362,0.23205374575809837,0.81984410683314,0.08505214254061381,0.0,
delayed_reward,low_ltw_pruning,32,20,256,3,24.666666666666668,1.1547005383792515,19.0,98.65413157145183,0.3853677014509837,0.19261195921503405,0.8388296564420065,0.06309503068526585,0.3333333333333333,158.0
