group,neuron_count,hidden_neurons,max_edges,seed,generation,epoch_best_fitness,all_time_best_fitness,selection_best_fitness,mean_population_fitness,selection_mean_fitness,mean_active_synapses,active_edge_utilization,fitness_per_active_synapse,mean_hidden_edges,mean_hidden_edge_fraction,mean_direct_sensor_motor_fraction,sprout_count,prune_count,low_ltw_prune_count,ltw_mutation_count
low_ltw_pruning,32,20,256,42,1,7.0,7.0,7.0,-0.486299991607666,-0.486299991607666,10.42859935760498,0.040736716240644455,0.671231079070585,2.134500026702881,0.15817715227603912,0.8230056166648865,24706,420,0,40000
low_ltw_pruning,32,20,256,42,2,12.0,12.0,12.0,0.012299999594688416,0.012299999594688416,12.800999641418457,0.05000390484929085,0.9374267897932931,4.224800109863281,0.2754170298576355,0.6918801665306091,24579,1065,546,52248
low_ltw_pruning,32,20,256,42,3,12.0,12.0,12.0,-0.8714999556541443,-0.8714999556541443,14.989799499511719,0.05855390429496765,0.8005443969007652,6.153599739074707,0.3591184616088867,0.598358690738678,24282,1694,1082,63655
low_ltw_pruning,32,20,256,42,4,12.0,12.0,12.0,0.4359000027179718,0.4359000027179718,17.143098831176758,0.06696522980928421,0.6999901311994176,8.03600025177002,0.42386141419410706,0.5259978771209717,23911,2382,1665,74951
low_ltw_pruning,32,20,256,42,5,15.0,15.0,15.0,-0.3894999921321869,-0.3894999921321869,19.26129913330078,0.07523944973945618,0.7787636698952752,9.911399841308594,0.47652366757392883,0.4681037962436676,24017,2854,2000,85725
low_ltw_pruning,32,20,256,42,6,12.0,15.0,12.0,-0.47029998898506165,-0.47029998898506165,21.278398513793945,0.0831187441945076,0.5639522162450747,11.690699577331543,0.5174525380134583,0.4217859208583832,23933,3469,2491,96160
low_ltw_pruning,32,20,256,42,7,15.0,15.0,15.0,0.0940999984741211,0.0940999984741211,23.15180015563965,0.09043671935796738,0.6478977832894814,13.349199295043945,0.5496702790260315,0.385954350233078,23445,3915,2898,105994
low_ltw_pruning,32,20,256,42,8,13.0,15.0,13.0,0.11679999530315399,0.11679999530315399,25.025798797607422,0.09775702655315399,0.5194639381997612,15.023999214172363,0.5776445865631104,0.3549799621105194,23204,4398,3334,115726
low_ltw_pruning,32,20,256,42,9,14.0,15.0,14.0,0.2726999819278717,0.2726999819278717,27.00349998474121,0.10548242181539536,0.51845131215994,16.75779914855957,0.601166844367981,0.3283495604991913,23269,4902,3676,125834
low_ltw_pruning,32,20,256,42,10,15.0,15.0,15.0,-0.11229999363422394,-0.11229999363422394,28.946399688720703,0.11307187378406525,0.5181991598715098,18.46139907836914,0.621331512928009,0.30515581369400024,22913,5377,4024,135964
low_ltw_pruning,32,20,256,42,11,16.0,16.0,16.0,0.17999999225139618,0.17999999225139618,30.7455997467041,0.1200999990105629,0.5203996712314967,20.044198989868164,0.6376850605010986,0.2867870628833771,22781,5893,4456,145284
low_ltw_pruning,32,20,256,42,12,15.0,16.0,15.0,-0.24390000104904175,-0.24390000104904175,32.4109001159668,0.1266050785779953,0.4628072638010584,21.531700134277344,0.6518746614456177,0.27101314067840576,22829,6080,4671,153680
low_ltw_pruning,32,20,256,42,13,18.0,18.0,18.0,0.044999998062849045,0.044999998062849045,33.91619873046875,0.13248515129089355,0.5307198528657526,22.871198654174805,0.6633113026618958,0.25860950350761414,22336,6478,4919,161652
low_ltw_pruning,32,20,256,42,14,16.0,18.0,16.0,-0.17329999804496765,-0.17329999804496765,35.31749725341797,0.13795897364616394,0.4530332340707281,24.131999969482422,0.6734646558761597,0.24766288697719574,22257,6834,5191,168876
low_ltw_pruning,32,20,256,42,15,17.0,18.0,17.0,-0.10759999603033066,-0.10759999603033066,36.81129837036133,0.14379413425922394,0.46181473494799563,25.458099365234375,0.6827758550643921,0.2369207888841629,22197,7134,5427,176525
low_ltw_pruning,32,20,256,42,16,16.0,18.0,16.0,-0.8921999931335449,-0.8921999931335449,38.376399993896484,0.14990781247615814,0.4169229005989279,26.873899459838867,0.6920415759086609,0.22642923891544342,22035,7775,5962,184752
low_ltw_pruning,32,20,256,42,17,16.0,18.0,16.0,-0.627299964427948,-0.627299964427948,39.74549865722656,0.15525585412979126,0.40256130984762134,28.10489845275879,0.6997911334037781,0.21765267848968506,21955,7790,5918,191645
