strategy,runs,mean_baseline_net_fitness_per_1000_steps,mean_final_net_fitness_per_1000_steps,mean_fitness_gain_per_1000_steps,mean_final_shaped_reward_per_1000_steps,mean_spike_density,mean_absolute_fast_weight,mean_fast_weight_saturation
static_random,3,-3.3422223726908364,0.6411111354827881,3.9833335081736245,0.6418485768636067,0.2491091071234809,0.0,0.0
oracle_food_reflex,3,-0.003333306974834823,8.38111162185669,8.384444928831524,8.381069607204862,0.2651849704318576,0.0,0.0
analog_reward_eligibility,3,-2.65555567211575,-0.5722222477197647,2.083333424395985,-0.5726797400580512,0.20911581675211588,0.0866566797097524,0.0
spiking_reward_eligibility,3,-2.906666861640082,-0.10888889328473145,2.7977779683553505,-0.10938664118448893,0.2003673850165473,0.07216113805770874,0.0
spiking_shuffled_reward,3,-2.6255556609895496,0.05222223699092863,2.6777778979804783,0.05234730190700956,0.21389781951904296,0.0724848210811615,0.0
