group,neuron_count,hidden_neurons,max_edges,seeds,final_mean_best_fitness,final_std_best_fitness,final_mean_selection_best_fitness,final_mean_active_synapses,final_active_edge_utilization,final_fitness_per_active_synapse,final_mean_hidden_edge_fraction,final_mean_direct_sensor_motor_fraction,threshold_success_rate,mean_generation_to_threshold
gentle_ltw_scheduled,32,20,256,10,25.6,1.6465452046971292,17.4,79.81604690551758,0.31178143322467805,0.2179939085767813,0.8631052851676941,0.03879935964941979,0.9,191.77777777777777
low_ltw_pruning,32,20,256,10,25.5,0.97182531580755,17.3,102.97273559570313,0.40223724842071534,0.16799759634880979,0.8616309642791748,0.037549876049160956,0.9,203.88888888888889
