seed,conv_reference_accuracy,full_accuracy,direct_only_accuracy,state_only_accuracy,shuffled_state_accuracy,full_gain_vs_conv,state_contribution_vs_direct_only,state_specificity_vs_shuffled,direct_contribution_vs_state_only,best_epoch,best_validation_accuracy,full_activity,effective_trainable_parameters,parameter_ratio_vs_target,train_samples,validation_samples,test_samples,conv_test_examples_per_second,full_test_examples_per_second,train_seconds
142,0.5037287802963399,0.5603473653223432,0.4752722990874301,0.053576685310568146,0.524825826709842,0.056618585026003254,0.08507506623491312,0.03552153861250118,0.506770680011775,13,0.5866145676785893,0.04412499389070815,133087,0.9959290883103471,75466,9981,20382,44885.48842473797,18295.51964402848,205.72932171399952
143,0.5163379452458051,0.5691296241781965,0.4362672946717692,0.06525365518594839,0.5419487783338239,0.05279167893239134,0.13286232950642723,0.027180845844372525,0.5038759689922481,8,0.5856126640617173,0.04753655572517348,133087,0.9959290883103471,75466,9981,20382,48927.63876361086,13834.642437440074,205.00461905499833
144,0.4573643410852713,0.5654499067804926,0.4452458051221666,0.0676577372191149,0.5387596899224806,0.10808556569522126,0.12020410165832596,0.026690216858011984,0.4977921695613777,8,0.5844103797214708,0.05271837619633088,133087,0.9959290883103471,75466,9981,20382,50195.856316231344,13952.868420794104,205.0387107170027
