runs,mean_conv_reference_accuracy,mean_full_accuracy,std_full_accuracy,mean_direct_only_accuracy,mean_state_only_accuracy,mean_shuffled_state_accuracy,mean_full_gain_vs_conv,within_two_points_seed_count_vs_conv,mean_state_contribution_vs_direct_only,one_point_seed_count_state_contribution,mean_state_specificity_vs_shuffled,one_point_seed_count_state_specificity,mean_direct_contribution_vs_state_only,mean_full_activity,effective_trainable_parameters,parameter_ratio_vs_target,train_samples,validation_samples,test_samples,mean_conv_test_examples_per_second,mean_full_test_examples_per_second,mean_train_seconds
3,0.4924770222091388,0.5649756320936774,0.003600992456876158,0.45226179962712193,0.06216269257187715,0.5351780983220489,0.07249860988453861,3,0.11271383246655543,3,0.029797533771628564,3,0.5028129395218003,0.04812664193740417,133087,0.9959290883103472,75466,9981,20382,48002.99450152672,15361.010167420885,205.2575504953335
