group,neuron_count,hidden_neurons,max_edges,seeds,final_mean_best_fitness,final_std_best_fitness,final_mean_selection_best_fitness,final_mean_active_synapses,final_active_edge_utilization,final_fitness_per_active_synapse,final_mean_hidden_edge_fraction,final_mean_direct_sensor_motor_fraction,threshold_success_rate,mean_generation_to_threshold
gentle_ltw_scheduled,32,20,256,3,24.0,2.6457513110645907,16.666666666666668,77.3708979288737,0.3022300700346629,0.21529338491971126,0.8108002344767252,0.08249299724896748,0.3333333333333333,96.0
low_ltw_pruning,32,20,256,3,23.666666666666668,1.1547005383792515,16.666666666666668,98.09386698404948,0.3831791679064433,0.16992738476874125,0.8322845101356506,0.06438229605555534,0.3333333333333333,140.0
