generation,mean_best_fitness,std_best_fitness,min_best_fitness,max_best_fitness,mean_population_fitness,mean_active_synapses
328,25.5,1.2692955176439846,23.0,27.0,-0.08021999727934599,85.24929656982422
329,25.5,1.2692955176439846,23.0,27.0,-0.06731999702751637,85.238037109375
330,25.5,1.2692955176439846,23.0,27.0,0.07385999890975654,85.23724822998047
331,25.5,1.2692955176439846,23.0,27.0,-0.10044999766396359,85.26264801025391
332,25.5,1.2692955176439846,23.0,27.0,0.034189998358488086,85.25709762573243
333,25.5,1.2692955176439846,23.0,27.0,-0.12268999963998795,85.24538726806641
334,25.5,1.2692955176439846,23.0,27.0,0.12951999381184578,85.2410171508789
335,25.5,1.2692955176439846,23.0,27.0,-0.022249996289610864,85.25948715209961
336,25.5,1.2692955176439846,23.0,27.0,-0.14051999752409755,85.26963729858399
337,25.7,0.9486832980505138,24.0,27.0,-0.0416700005531311,85.2962890625
338,25.7,0.9486832980505138,24.0,27.0,0.013980002701282501,85.29119720458985
339,25.7,0.9486832980505138,24.0,27.0,0.05274999588727951,85.29366836547851
340,25.7,0.9486832980505138,24.0,27.0,-0.14869999885559082,85.2977279663086
341,25.7,0.9486832980505138,24.0,27.0,-0.010410001501441002,85.26747817993164
342,25.7,0.9486832980505138,24.0,27.0,0.008260001987218856,85.25828704833984
343,25.7,0.9486832980505138,24.0,27.0,0.1449599941726774,85.22853927612304
344,25.7,0.9486832980505138,24.0,27.0,-0.20083999540656805,85.22379684448242
345,25.7,0.9486832980505138,24.0,27.0,-0.1851599931716919,85.24969711303712
346,25.7,0.9486832980505138,24.0,27.0,0.008849999308586121,85.2463478088379
347,25.7,0.9486832980505138,24.0,27.0,0.010909997671842576,85.26916809082032
348,25.7,0.9486832980505138,24.0,27.0,0.03520999476313591,85.28140792846679
349,25.7,0.9486832980505138,24.0,27.0,0.03234999962151051,85.2794578552246
350,25.7,0.9486832980505138,24.0,27.0,-0.12861999878659844,85.28924789428712
351,25.7,0.9486832980505138,24.0,27.0,-0.1175999934785068,85.30653686523438
352,25.7,0.9486832980505138,24.0,27.0,-0.08421999961137772,85.33640747070312
353,25.7,0.9486832980505138,24.0,27.0,-0.07367999777197838,85.33313751220703
354,25.7,0.9486832980505138,24.0,27.0,0.08810999840497971,85.33944931030274
355,25.7,0.9486832980505138,24.0,27.0,-0.09140999978408218,85.34984741210937
356,25.7,0.9486832980505138,24.0,27.0,0.15622999742627144,85.34541854858398
357,25.7,0.9486832980505138,24.0,27.0,0.14168999511748553,85.33741836547851
358,25.7,0.9486832980505138,24.0,27.0,-0.07257999908179044,85.31446762084961
359,25.7,0.9486832980505138,24.0,27.0,-0.2210799977183342,85.3035888671875
360,25.7,0.9486832980505138,24.0,27.0,0.143909995816648,85.30048828125
361,25.7,0.9486832980505138,24.0,27.0,0.005159999523311853,85.2834373474121
362,25.7,0.9486832980505138,24.0,27.0,0.10820999750867485,85.33637847900391
363,25.7,0.9486832980505138,24.0,27.0,-0.06315000280737877,85.35071716308593
364,25.7,0.9486832980505138,24.0,27.0,-0.017969998344779015,85.39795684814453
365,25.7,0.9486832980505138,24.0,27.0,0.16109999662730842,85.42610778808594
366,25.7,0.9486832980505138,24.0,27.0,-0.02663999777287245,85.43758773803711
367,25.7,0.9486832980505138,24.0,27.0,0.00037000169977545737,85.46794815063477
368,25.7,0.9486832980505138,24.0,27.0,0.19901999458670616,85.48622817993164
369,25.7,0.9486832980505138,24.0,27.0,0.11239999644458294,85.49284896850585
370,25.8,0.7888106377466155,25.0,27.0,-0.0220200028270483,85.4953369140625
371,25.8,0.7888106377466155,25.0,27.0,-0.002100002020597458,85.5034782409668
372,25.8,0.7888106377466155,25.0,27.0,-0.01872999593615532,85.48010787963867
373,25.8,0.7888106377466155,25.0,27.0,0.043089997861534356,85.469677734375
374,25.8,0.7888106377466155,25.0,27.0,-0.05464000068604946,85.48298797607421
375,25.8,0.7888106377466155,25.0,27.0,0.08601999320089818,85.47492752075195
376,25.8,0.7888106377466155,25.0,27.0,-0.21646999642252923,85.46037979125977
377,25.8,0.7888106377466155,25.0,27.0,-0.1384999979287386,85.44693756103516
378,25.8,0.7888106377466155,25.0,27.0,-0.06721999486908317,85.48695755004883
379,25.8,0.7888106377466155,25.0,27.0,0.02551000416278839,85.51285858154297
380,25.8,0.7888106377466155,25.0,27.0,-0.06406999602913857,85.48526763916016
381,25.8,0.7888106377466155,25.0,27.0,-0.05987999942153692,85.49663848876953
382,25.8,0.7888106377466155,25.0,27.0,0.022659995406866074,85.47561798095703
383,25.8,0.7888106377466155,25.0,27.0,-0.04045999776571989,85.53194656372071
384,25.8,0.7888106377466155,25.0,27.0,-0.044179999828338624,85.50613784790039
385,25.8,0.7888106377466155,25.0,27.0,0.03462000135332346,85.50082778930664
386,25.8,0.7888106377466155,25.0,27.0,-0.026040001213550566,85.5326171875
387,25.8,0.7888106377466155,25.0,27.0,0.12279999499442056,85.56178817749023
388,25.8,0.7888106377466155,25.0,27.0,-0.1371500002220273,85.5698471069336
389,25.8,0.7888106377466155,25.0,27.0,0.03498999997973442,85.58607788085938
390,25.8,0.7888106377466155,25.0,27.0,-0.09386999756097794,85.5959083557129
391,25.8,0.7888106377466155,25.0,27.0,0.10357999820262194,85.59329833984376
392,25.8,0.7888106377466155,25.0,27.0,0.09124999777413904,85.61149826049805
393,25.8,0.7888106377466155,25.0,27.0,0.18112999573349953,85.60840911865235
394,25.8,0.7888106377466155,25.0,27.0,-0.1913899928331375,85.62346801757812
395,25.8,0.7888106377466155,25.0,27.0,-0.02622000053524971,85.63643798828124
396,25.8,0.7888106377466155,25.0,27.0,0.12132999673485756,85.63824768066407
397,25.8,0.7888106377466155,25.0,27.0,0.038149998523294926,85.62673721313476
398,25.8,0.7888106377466155,25.0,27.0,-0.01328000109642744,85.64657821655274
399,25.8,0.7888106377466155,25.0,27.0,0.31053999066352844,85.6691276550293
400,25.8,0.7888106377466155,25.0,27.0,-0.08094999939203262,85.67490844726562
401,25.8,0.7888106377466155,25.0,27.0,-0.04769000113010406,85.69794616699218
402,25.8,0.7888106377466155,25.0,27.0,-0.04275000020861626,85.72064743041992
403,25.8,0.7888106377466155,25.0,27.0,-0.08534999899566173,85.73394927978515
404,25.8,0.7888106377466155,25.0,27.0,0.013020000606775283,85.72279739379883
405,25.8,0.7888106377466155,25.0,27.0,-0.06201000064611435,85.70118713378906
406,25.8,0.7888106377466155,25.0,27.0,0.03892999920062721,85.7021369934082
407,25.8,0.7888106377466155,25.0,27.0,-0.0411499997600913,85.71893768310547
408,25.8,0.7888106377466155,25.0,27.0,-0.05705000190064311,85.6950080871582
409,25.8,0.7888106377466155,25.0,27.0,-0.0387299994006753,85.70357666015624
410,25.8,0.7888106377466155,25.0,27.0,0.04601999893784523,85.70282745361328
411,25.8,0.7888106377466155,25.0,27.0,0.16554999612271787,85.69592895507813
412,25.8,0.7888106377466155,25.0,27.0,-0.012980002909898758,85.73470687866211
413,25.8,0.7888106377466155,25.0,27.0,-0.12038999348878861,85.71611709594727
414,25.8,0.7888106377466155,25.0,27.0,-0.032439999468624595,85.7705291748047
415,25.8,0.7888106377466155,25.0,27.0,0.05628999620676041,85.76673736572266
416,25.8,0.7888106377466155,25.0,27.0,0.13524999469518661,85.7581573486328
417,25.8,0.7888106377466155,25.0,27.0,0.017389998957514762,85.74016799926758
418,25.8,0.7888106377466155,25.0,27.0,0.06153000369668007,85.75121841430663
419,25.8,0.7888106377466155,25.0,27.0,0.08675999343395233,85.7473876953125
420,25.8,0.7888106377466155,25.0,27.0,0.08787999637424945,85.72480850219726
421,25.8,0.7888106377466155,25.0,27.0,-0.13753999806940556,85.68829727172852
422,25.8,0.7888106377466155,25.0,27.0,-0.02295000534504652,85.67253723144532
423,25.8,0.7888106377466155,25.0,27.0,-0.05083999708294869,85.68116836547851
424,25.8,0.7888106377466155,25.0,27.0,0.03578000068664551,85.68672790527344
425,25.8,0.7888106377466155,25.0,27.0,-0.033619999513030054,85.697216796875
426,25.8,0.7888106377466155,25.0,27.0,1.0006129741668701e-05,85.69955749511719
427,25.8,0.7888106377466155,25.0,27.0,-0.018430002406239508,85.69545822143554
428,25.8,0.7888106377466155,25.0,27.0,-0.012579998932778835,85.72329788208008
429,25.8,0.7888106377466155,25.0,27.0,0.03628999814391136,85.73888778686523
430,25.9,0.7378647873726218,25.0,27.0,0.0846999991685152,85.73795776367187
431,25.9,0.7378647873726218,25.0,27.0,0.022429995017591863,85.77804794311524
432,25.9,0.7378647873726218,25.0,27.0,-0.046359998546540736,85.7894790649414
433,25.9,0.7378647873726218,25.0,27.0,0.01687000077217817,85.77584686279297
434,25.9,0.7378647873726218,25.0,27.0,0.0313000001013279,85.80189743041993
435,25.9,0.7378647873726218,25.0,27.0,-0.09991999492049217,85.80718688964843
436,25.9,0.7378647873726218,25.0,27.0,-0.10264999568462371,85.83987808227539
437,25.9,0.7378647873726218,25.0,27.0,-0.0073900006711483,85.84930801391602
438,25.9,0.7378647873726218,25.0,27.0,-0.004919998347759247,85.8418571472168
439,25.9,0.7378647873726218,25.0,27.0,0.16185000129044055,85.83126754760742
440,25.9,0.7378647873726218,25.0,27.0,0.052079996466636656,85.82441711425781
441,25.9,0.7378647873726218,25.0,27.0,-0.040350000560283664,85.81676864624023
442,25.9,0.7378647873726218,25.0,27.0,0.08316999822854995,85.88165740966797
443,25.9,0.7378647873726218,25.0,27.0,0.2707099877297878,85.84359741210938
444,25.9,0.7378647873726218,25.0,27.0,0.10738999359309673,85.84301834106445
445,25.9,0.7378647873726218,25.0,27.0,-0.02362000197172165,85.8693473815918
446,26.0,0.6666666666666666,25.0,27.0,0.20861000028671697,85.86339721679687
447,26.0,0.6666666666666666,25.0,27.0,-0.06918999701738357,85.8494483947754
448,26.0,0.6666666666666666,25.0,27.0,-0.18453999999910592,85.85376815795898
449,26.0,0.6666666666666666,25.0,27.0,-0.11136999987065792,85.82170867919922
450,26.0,0.6666666666666666,25.0,27.0,0.032069998886436225,85.83854751586914
451,26.0,0.6666666666666666,25.0,27.0,0.019739996735006572,85.8753677368164
452,26.0,0.6666666666666666,25.0,27.0,0.06095000207424164,85.85521697998047
453,26.0,0.6666666666666666,25.0,27.0,-0.008790001505985856,85.86005783081055
454,26.0,0.6666666666666666,25.0,27.0,-0.0035700000822544097,85.81935806274414
455,26.0,0.6666666666666666,25.0,27.0,-0.05285999625921249,85.84646682739258
456,26.0,0.6666666666666666,25.0,27.0,0.05162000022828579,85.88518753051758
457,26.0,0.6666666666666666,25.0,27.0,-0.026680001616477968,85.87914733886718
458,26.0,0.6666666666666666,25.0,27.0,-0.14640000015497207,85.87544784545898
459,26.0,0.6666666666666666,25.0,27.0,-0.040819999761879444,85.86513824462891
460,26.0,0.6666666666666666,25.0,27.0,-0.08963999762199819,85.85198745727538
461,26.0,0.6666666666666666,25.0,27.0,0.0023599959909915923,85.84622802734376
462,26.0,0.6666666666666666,25.0,27.0,0.1332600012421608,85.8437385559082
463,26.0,0.6666666666666666,25.0,27.0,0.11273999360855669,85.83402709960937
464,26.0,0.6666666666666666,25.0,27.0,0.18276999734807758,85.86551666259766
465,26.0,0.6666666666666666,25.0,27.0,-0.04110999535769224,85.86083755493163
466,26.0,0.6666666666666666,25.0,27.0,0.04372999733313918,85.84369888305665
467,26.0,0.6666666666666666,25.0,27.0,0.011920004338026046,85.83454666137695
468,26.0,0.6666666666666666,25.0,27.0,0.03449999955482781,85.83645858764649
469,26.0,0.6666666666666666,25.0,27.0,0.06736999452114105,85.83414840698242
470,26.0,0.6666666666666666,25.0,27.0,0.13050999250262976,85.81218795776367
471,26.0,0.6666666666666666,25.0,27.0,-0.038490000367164615,85.8230972290039
472,26.0,0.6666666666666666,25.0,27.0,-0.13499999679625035,85.80261764526367
473,26.0,0.6666666666666666,25.0,27.0,0.11079000122845173,85.8133171081543
474,26.0,0.6666666666666666,25.0,27.0,-0.06163999196141958,85.82867736816407
475,26.0,0.6666666666666666,25.0,27.0,-0.15610999325290323,85.82890853881835
476,26.0,0.6666666666666666,25.0,27.0,-0.038729998469352725,85.8544075012207
477,26.0,0.6666666666666666,25.0,27.0,0.014629998244345188,85.83622741699219
478,26.0,0.6666666666666666,25.0,27.0,0.0333999989554286,85.86044692993164
479,26.0,0.6666666666666666,25.0,27.0,0.010199996829032897,85.87451705932617
480,26.0,0.6666666666666666,25.0,27.0,-0.18906999304890632,85.87513809204101
481,26.0,0.6666666666666666,25.0,27.0,-0.0581399992108345,85.87280731201172
482,26.0,0.6666666666666666,25.0,27.0,0.0828399977646768,85.89898834228515
483,26.0,0.6666666666666666,25.0,27.0,0.10581999914720655,85.88677749633788
484,26.0,0.6666666666666666,25.0,27.0,-0.08547000177204608,85.8860580444336
485,26.0,0.6666666666666666,25.0,27.0,-0.20857999250292777,85.92173767089844
486,26.0,0.6666666666666666,25.0,27.0,0.19931999184191226,85.9009780883789
487,26.0,0.6666666666666666,25.0,27.0,-0.12503999695181847,85.90901794433594
488,26.0,0.6666666666666666,25.0,27.0,-0.028509996272623538,85.88971710205078
489,26.0,0.6666666666666666,25.0,27.0,0.1765599968843162,85.90715866088867
490,26.0,0.6666666666666666,25.0,27.0,-0.011649999296059832,85.90397644042969
491,26.0,0.6666666666666666,25.0,27.0,-0.008549998328089715,85.90319747924805
492,26.0,0.6666666666666666,25.0,27.0,0.11709999814629554,85.89267654418946
493,26.0,0.6666666666666666,25.0,27.0,0.13919999822974205,85.8683074951172
494,26.0,0.6666666666666666,25.0,27.0,0.14384999871253967,85.89435806274415
495,26.0,0.6666666666666666,25.0,27.0,0.07949999310076236,85.90189819335937
496,26.0,0.6666666666666666,25.0,27.0,0.1391599964350462,85.88531799316407
497,26.0,0.6666666666666666,25.0,27.0,-0.22004999909549952,85.90565719604493
498,26.0,0.6666666666666666,25.0,27.0,0.012520000711083413,85.8767074584961
499,26.0,0.6666666666666666,25.0,27.0,-0.00421999841928482,85.88145751953125
500,26.0,0.6666666666666666,25.0,27.0,0.03671999927610159,85.88827667236328
