generation,mean_best_fitness,std_best_fitness,min_best_fitness,max_best_fitness,mean_population_fitness,mean_active_synapses
28,21.1,0.9944289260117533,20.0,23.0,0.06238999702036381,34.566528701782225
29,21.1,0.9944289260117533,20.0,23.0,0.04741999879479408,35.342089080810545
30,21.2,0.9189365834726815,20.0,23.0,-0.004350000247359276,36.11363983154297
31,21.4,0.8432740427115678,20.0,23.0,0.07689999639987946,36.831938934326175
32,21.8,1.2292725943057183,20.0,24.0,0.1188299983739853,37.56605911254883
33,22.0,1.0540925533894598,21.0,24.0,-0.11676999814808368,38.29177894592285
34,22.0,1.0540925533894598,21.0,24.0,0.12490000128746033,38.98025894165039
35,22.0,1.0540925533894598,21.0,24.0,0.09902999885380268,39.68469886779785
36,22.3,1.8287822299126937,21.0,27.0,0.01654999665915966,40.3832389831543
37,22.3,1.8287822299126937,21.0,27.0,0.2889299975708127,41.033708572387695
38,22.3,1.8287822299126937,21.0,27.0,0.05036000106483698,41.66499900817871
39,22.3,1.8287822299126937,21.0,27.0,0.05582999605685472,42.32592849731445
40,22.3,1.8287822299126937,21.0,27.0,-0.06276999115943908,42.96738891601562
41,22.4,1.776388345929897,21.0,27.0,-0.01126999743282795,43.6195686340332
42,22.4,1.776388345929897,21.0,27.0,-0.21349999429658056,44.284358215332034
43,22.4,1.776388345929897,21.0,27.0,0.1089999971096404,44.90957908630371
44,22.5,1.7159383568311668,21.0,27.0,0.027570002153515814,45.50276870727539
45,22.5,1.7159383568311668,21.0,27.0,-0.08611999885179103,46.055529022216795
46,22.5,1.7159383568311668,21.0,27.0,-0.03882999820634723,46.677669525146484
47,22.5,1.7159383568311668,21.0,27.0,-0.10020000003278255,47.31188888549805
48,22.5,1.7159383568311668,21.0,27.0,0.11093999389559031,47.850328826904295
49,22.5,1.7159383568311668,21.0,27.0,0.062440000846982,48.40415916442871
50,22.6,1.7126976771553506,21.0,27.0,-0.09363999888300896,48.96835861206055
51,22.6,1.7126976771553506,21.0,27.0,-0.15502000078558922,49.560128402709964
