strategy,runs,mean_baseline_fitness_per_1000_steps,mean_final_fitness_per_1000_steps,mean_fitness_gain_per_1000_steps,positive_gain_seed_count,mean_final_shaped_reward_per_1000_steps,mean_final_policy_entropy,mean_training_loss,mean_training_reward_per_1000_steps
static_random,3,-1.2633333851893742,-1.2633333851893742,0.0,0,-1.260052583549275,1.3797992865244548,0.0,0.0
oracle_food_reflex,3,10.66111167271932,10.66111167271932,0.0,0,10.663464430572672,0.0,0.0,0.0
reinforce_shared_policy,3,-1.2633333851893742,-0.2711111224359936,0.9922222627533807,2,-0.2824266372453389,1.367033839225769,-0.013787231444277697,-0.10690664941407267
reinforce_shuffled_reward,3,-1.2633333851893742,-1.5377778477138941,-0.2744444625245199,1,-1.5407719896629635,1.3805249134699504,-0.01380642567657762,-0.04015066314472212
