world,group,neuron_count,hidden_neurons,max_edges,seeds,final_mean_best_fitness,final_std_best_fitness,final_mean_selection_best_fitness,final_mean_active_synapses,final_active_edge_utilization,final_fitness_per_active_synapse,final_mean_hidden_edge_fraction,final_mean_direct_sensor_motor_fraction,threshold_success_rate,mean_generation_to_threshold
simple,gentle_ltw_scheduled,32,20,256,10,24.7,0.8232726023485646,18.6,80.53498764038086,0.31458979547023774,0.23079926879373697,0.8570908308029175,0.04353016689419746,0.5,245.0
simple,low_ltw_pruning,32,20,256,10,26.4,2.2211108331943574,17.9,103.25120620727539,0.4033250242471695,0.17335035493045714,0.8607089757919312,0.038672486692667006,0.8,125.375
moving_toxins,gentle_ltw_scheduled,32,20,256,10,25.6,1.6465452046971292,17.4,79.81604690551758,0.31178143322467805,0.2179939085767813,0.8631052851676941,0.03879935964941979,0.9,191.77777777777777
moving_toxins,low_ltw_pruning,32,20,256,10,25.5,0.97182531580755,17.3,102.97273559570313,0.40223724842071534,0.16799759634880979,0.8616309642791748,0.037549876049160956,0.9,203.88888888888889
delayed_reward,gentle_ltw_scheduled,32,20,256,10,20.8,1.6865480854231356,11.8,81.89040832519531,0.3198844075202942,0.14415298574570795,0.8343595743179322,0.05446363277733326,0.1,70.0
delayed_reward,low_ltw_pruning,32,20,256,10,21.4,1.3498971154211057,13.8,105.29691696166992,0.41131608188152313,0.13106587246174195,0.8476379632949829,0.04569617174565792,0.0,
gauntlet,gentle_ltw_scheduled,32,20,256,10,10.6,1.577621275493231,4.1,77.82127838134765,0.30398936867713927,0.05270802594634908,0.8188016474246979,0.0711552694439888,0.0,
gauntlet,low_ltw_pruning,32,20,256,10,10.6,1.3498971154211057,3.8,100.58200759887696,0.3928984671831131,0.0378136497771706,0.8349609792232513,0.057261818274855616,0.0,
