generation,epoch,max_fitness,mean_population_fitness,mean_active_synapses,sprout_count,prune_count,ltw_mutation_count
114,114,17.0,-0.44849997758865356,71.64669799804688,5777,3636,357163
115,115,18.0,-0.10779999941587448,71.90819549560547,5638,3638,358541
116,116,16.0,-0.17319999635219574,72.09579467773438,5711,3653,359450
117,117,17.0,0.14419999718666077,72.32669830322266,5764,3645,360574
118,118,19.0,-0.4147000014781952,72.50659942626953,5610,3612,361534
119,119,20.0,-0.5288999676704407,72.64019775390625,5537,3627,362246
120,120,17.0,0.21660000085830688,72.9197998046875,5767,3657,363544
121,121,18.0,0.1492999941110611,73.18560028076172,5477,3697,365038
122,122,18.0,0.1525000035762787,73.46589660644531,5549,3636,366373
123,123,21.0,-0.055799998342990875,73.70109558105469,5571,3772,367606
124,124,19.0,0.23499999940395355,73.91669464111328,5550,3721,368669
125,125,18.0,0.38419997692108154,74.12220001220703,5534,3816,369752
126,126,21.0,-0.4772000014781952,74.32839965820312,5531,3719,370736
127,127,18.0,-0.23229999840259552,74.481201171875,5461,3663,371507
128,128,19.0,0.12839999794960022,74.59199523925781,5387,3765,372149
129,129,18.0,0.14659999310970306,74.8167953491211,5405,3679,373221
130,130,19.0,0.0066999997943639755,74.94210052490234,5355,3768,373917
131,131,20.0,0.25509998202323914,75.05909729003906,5347,3706,374475
132,132,18.0,0.3310000002384186,75.22949981689453,5243,3742,375397
133,133,19.0,-0.18459999561309814,75.34099578857422,5281,3695,375912
134,134,19.0,-0.05350000038743019,75.46749877929688,5288,3773,376580
135,135,19.0,-0.08169999718666077,75.57899475097656,5314,3716,377096
136,136,18.0,-0.06679999828338623,75.78019714355469,5254,3732,378140
137,137,17.0,-0.06700000166893005,75.81009674072266,5120,3721,378351
138,138,17.0,-0.2466999888420105,76.04349517822266,5247,3732,379460
139,139,18.0,0.36640000343322754,76.26200103759766,5286,3774,380554
140,140,20.0,0.26569998264312744,76.36479949951172,5142,3826,381166
141,141,16.0,-0.36719998717308044,76.63140106201172,5340,3906,382440
142,142,21.0,0.24469999969005585,76.77140045166016,5301,3769,383091
143,143,17.0,0.15119999647140503,76.84199523925781,5205,3927,383571
144,144,17.0,0.05790000036358833,76.99810028076172,5105,3756,384316
145,145,20.0,-0.6642999649047852,77.07119750976562,5072,3866,384753
146,146,19.0,-0.005699999630451202,77.0978012084961,5164,3996,384905
147,147,19.0,-0.13499999046325684,77.23469543457031,5133,3828,385521
148,148,18.0,0.32259997725486755,77.37659454345703,5171,3839,386217
149,149,19.0,0.260699987411499,77.43409729003906,5205,3886,386511
150,150,22.0,0.006199999712407589,77.52659606933594,5195,3799,386935
151,151,19.0,0.02290000021457672,77.65579986572266,5191,3827,387597
152,152,20.0,0.4092999994754791,77.71589660644531,5008,3757,387954
153,153,17.0,0.4016000032424927,77.8052978515625,5164,3929,388409
154,154,18.0,0.15320000052452087,77.89720153808594,5037,3973,388954
155,155,16.0,0.020499998703598976,78.08100128173828,4935,3797,389836
156,156,18.0,-0.012799999676644802,78.13809967041016,4960,3997,390209
157,157,20.0,-0.031300000846385956,78.19739532470703,5105,3891,390380
158,158,17.0,-0.3807999789714813,78.30819702148438,5022,3902,390981
159,159,17.0,-0.4537999927997589,78.45259857177734,4954,3868,391720
160,160,18.0,-0.5809000134468079,78.6189956665039,5046,3962,392553
161,161,19.0,0.04349999874830246,78.72669982910156,4941,3984,393155
162,162,18.0,-0.5374999642372131,78.8241958618164,4844,3736,393567
163,163,18.0,0.00969999935477972,79.03939819335938,5066,3958,394643
164,164,19.0,-0.45969998836517334,79.15609741210938,5101,4000,395230
165,165,17.0,-0.2881999909877777,79.1874008178711,4928,3932,395439
166,166,21.0,0.2507999837398529,79.20980072021484,4980,3898,395508
167,167,20.0,0.02589999884366989,79.38209533691406,5089,4018,396375
168,168,20.0,0.08229999989271164,79.47139739990234,4772,3934,396938
169,169,21.0,-0.3507999777793884,79.58689880371094,4999,3984,397427
170,170,18.0,0.09179999679327011,79.6532974243164,4931,3950,397776
171,171,20.0,0.6485999822616577,79.67279815673828,4896,4052,397942
172,172,18.0,0.26159998774528503,79.74199676513672,4871,4087,398318
173,173,17.0,-0.08639999479055405,79.7771987915039,4912,3976,398418
174,174,18.0,-0.2377999871969223,79.90859985351562,4972,3994,399054
175,175,20.0,0.10419999808073044,80.03369903564453,4806,4003,399767
176,176,20.0,0.2441999912261963,80.17369842529297,4798,4027,400483
177,177,17.0,-0.36149999499320984,80.29000091552734,4977,3997,400960
178,178,18.0,-0.22109998762607574,80.22169494628906,4686,3979,400755
179,179,19.0,-0.09309999644756317,80.29830169677734,4880,4005,401054
180,180,21.0,-0.25290000438690186,80.33809661865234,4810,4029,401300
181,181,19.0,-0.10649999976158142,80.51020050048828,4774,3952,402140
182,182,17.0,0.44919997453689575,80.66809844970703,4803,3962,402920
183,183,22.0,-0.7475000023841858,80.7156982421875,4910,4055,403151
184,184,20.0,0.04399999976158142,80.84249877929688,4960,3955,403710
185,185,16.0,-0.5109999775886536,80.86479949951172,4861,3989,403888
186,186,19.0,0.46939998865127563,80.94400024414062,4894,4080,404313
187,187,21.0,0.10109999775886536,80.94239807128906,4743,3947,404314
188,188,19.0,0.09229999780654907,81.0824966430664,4820,4067,405036
189,189,17.0,-0.17549999058246613,81.15019989013672,4770,4036,405384
190,190,16.0,-0.17739999294281006,81.22699737548828,4773,4051,405774
191,191,18.0,0.2646999955177307,81.27489471435547,4732,4211,406114
192,192,18.0,-0.06129999831318855,81.41639709472656,4700,4088,406776
193,193,18.0,-0.06390000134706497,81.52989959716797,4665,4022,407328
194,194,20.0,-0.17080000042915344,81.66709899902344,4875,3996,407896
195,195,18.0,-0.026799999177455902,81.83219909667969,4762,4014,408787
196,196,19.0,0.24889999628067017,81.88140106201172,4649,4005,409085
197,197,20.0,-0.00419999985024333,81.98300170898438,4747,4083,409583
198,198,19.0,-0.3391000032424927,82.19269561767578,4701,3992,410609
199,199,18.0,0.34450000524520874,82.34649658203125,4671,4094,411444
200,200,18.0,0.016499999910593033,82.4749984741211,4676,4216,412145
201,201,19.0,0.2020999938249588,82.4666976928711,4634,4135,412084
202,202,18.0,-0.39989998936653137,82.54750061035156,4599,3968,412422
203,203,17.0,-0.3073999881744385,82.64529418945312,4748,4119,412912
204,204,21.0,0.1462000012397766,82.72930145263672,4619,4096,413385
205,205,17.0,-0.06909999996423721,82.75679779052734,4633,4185,413560
206,206,17.0,0.17479999363422394,82.79190063476562,4596,4127,413725
207,207,20.0,-0.17239999771118164,82.86039733886719,4736,4248,414058
208,208,19.0,-0.2987000048160553,82.88959503173828,4620,4206,414241
209,209,18.0,0.22019998729228973,83.05960083007812,4606,4096,415043
210,210,18.0,0.002300000051036477,83.06800079345703,4683,4179,415088
211,211,20.0,-0.093299999833107,83.0136947631836,4534,4087,414845
212,212,19.0,-0.25110000371932983,83.00619506835938,4552,4298,414904
213,213,20.0,0.4569000005722046,83.0271987915039,4645,4071,414849
214,214,17.0,-0.34610000252723694,83.0573959350586,4607,4101,415034
215,215,18.0,0.094200000166893,83.08699798583984,4564,4132,415219
216,216,19.0,0.048899997025728226,83.1458969116211,4588,4247,415559
217,217,17.0,-0.29729998111724854,83.16549682617188,4475,4174,415677
218,218,19.0,-0.3621000051498413,83.20279693603516,4605,4239,415831
219,219,17.0,-0.06069999933242798,83.18920135498047,4520,4240,415806
220,220,20.0,0.41339999437332153,83.18569946289062,4530,4103,415715
221,221,20.0,0.4052000045776367,83.285400390625,4505,4119,416234
222,222,18.0,-0.5033000111579895,83.37960052490234,4596,4196,416698
223,223,17.0,-0.25200000405311584,83.47319793701172,4584,4170,417159
224,224,17.0,0.33649998903274536,83.56759643554688,4648,4236,417632
225,225,17.0,-0.2863999903202057,83.66859436035156,4482,4178,418191
226,226,18.0,-0.05649999901652336,83.68709564208984,4585,4264,418275
227,227,21.0,-0.2207999974489212,83.6812973022461,4526,4071,418179
228,228,17.0,0.04879999905824661,83.72249603271484,4567,4110,418384
229,229,20.0,0.6776999831199646,83.76649475097656,4534,4205,418668
230,230,19.0,-0.2708999812602997,83.82709503173828,4544,4289,419008
231,231,17.0,0.16359999775886536,83.80400085449219,4529,4079,418795
232,232,19.0,0.4664999842643738,83.92789459228516,4535,4128,419436
233,233,20.0,-0.6118999719619751,84.01919555664062,4428,4176,419970
234,234,17.0,-0.13899999856948853,83.92969512939453,4520,4327,419552
235,235,23.0,-0.0284000001847744,83.91829681396484,4430,4241,419497
236,236,24.0,0.2962999939918518,83.90840148925781,4513,4295,419433
237,237,19.0,-0.07559999823570251,83.90149688720703,4474,4129,419335
238,238,19.0,0.11909999698400497,83.92789459228516,4488,4149,419470
239,239,18.0,0.2619999945163727,83.9552993774414,4454,4173,419636
240,240,16.0,-0.06129999831318855,83.99459838867188,4564,4302,419842
241,241,21.0,0.1808999925851822,84.018798828125,4457,4149,419940
242,242,20.0,0.5756999850273132,84.00450134277344,4612,4083,419758
243,243,16.0,-0.1842999905347824,84.02359771728516,4457,4271,420025
244,244,17.0,-0.1899999976158142,84.02579498291016,4468,4102,419946
245,245,17.0,-0.34929999709129333,84.00550079345703,4405,4226,419938
246,246,18.0,-0.1727999895811081,83.95469665527344,4426,4117,419619
247,247,21.0,0.31790000200271606,83.94779968261719,4319,4233,419696
248,248,20.0,-0.1168999969959259,83.93769836425781,4530,4297,419572
249,249,18.0,0.3499999940395355,83.99169921875,4435,4368,419925
250,250,19.0,-0.0010999999940395355,84.03260040283203,4412,4214,420064
251,251,18.0,-0.5396000146865845,83.95989990234375,4403,4216,419706
252,252,20.0,0.22989998757839203,83.92919921875,4535,4373,419565
253,253,17.0,-0.3714999854564667,84.01940155029297,4524,4278,419974
254,254,21.0,0.3050999939441681,84.12680053710938,4462,4210,420508
255,255,19.0,-0.4447999894618988,84.13150024414062,4438,4241,420559
256,256,15.0,-0.27469998598098755,84.19349670410156,4488,4347,420897
257,257,19.0,0.037299998104572296,84.24689483642578,4513,4238,421097
258,258,17.0,-0.10869999974966049,84.23699951171875,4462,4274,421091
259,259,18.0,-0.02369999885559082,84.17539978027344,4424,4202,420766
260,260,18.0,-0.350600004196167,84.1771011352539,4442,4459,420894
261,261,17.0,-0.4106999933719635,84.24140167236328,4500,4246,421080
262,262,22.0,-0.3473999798297882,84.31909942626953,4458,4091,421412
263,263,19.0,-0.3296000063419342,84.4468994140625,4436,4123,422078
264,264,18.0,0.0026000000070780516,84.51189422607422,4435,4182,422433
265,265,17.0,-0.1039000004529953,84.58100128173828,4438,4132,422752
266,266,18.0,0.11249999701976776,84.58219909667969,4406,4330,422873
267,267,21.0,0.1589999943971634,84.62770080566406,4361,4332,423124
268,268,21.0,-0.1695999950170517,84.63749694824219,4477,4262,423080
269,269,17.0,-0.47849997878074646,84.63349914550781,4380,4261,423108
270,270,18.0,-0.001999999862164259,84.58329772949219,4307,4322,422924
271,271,20.0,-0.2611999809741974,84.6885986328125,4495,4165,423278
272,272,21.0,0.16419999301433563,84.7603988647461,4381,4249,423736
273,273,18.0,-0.13159999251365662,84.7896957397461,4400,4199,423848
274,274,17.0,-0.1590999960899353,84.84439849853516,4358,4294,424190
275,275,17.0,-0.2264999896287918,84.87670135498047,4396,4219,424295
276,276,19.0,-0.10639999806880951,84.88379669189453,4391,4209,424328
277,277,17.0,0.626800000667572,84.8230972290039,4411,4318,424069
278,278,20.0,0.06019999831914902,84.79789733886719,4345,4282,423958
279,279,17.0,-0.19569998979568481,84.85440063476562,4275,4217,424243
280,280,21.0,0.3260999917984009,84.94839477539062,4541,4263,424603
281,281,18.0,0.33730000257492065,84.9417953491211,4499,4243,424581
282,282,17.0,0.2563000023365021,84.89299774169922,4467,4117,424290
283,283,19.0,0.2710999846458435,84.89769744873047,4394,4313,424448
284,284,16.0,0.07289999723434448,84.96269989013672,4509,4176,424647
285,285,17.0,0.0058999997563660145,84.88819885253906,4259,4215,424419
286,286,19.0,-0.3238999843597412,84.93389892578125,4538,4175,424488
287,287,19.0,0.6572999954223633,85.00260162353516,4528,4162,424830
288,288,18.0,-0.014299999922513962,85.03730010986328,4472,4201,425051
289,289,19.0,0.4834999740123749,85.08799743652344,4468,4120,425266
290,290,17.0,-0.25849997997283936,85.07820129394531,4330,4366,425409
291,291,20.0,0.03059999831020832,85.1261978149414,4328,4222,425578
292,292,17.0,-0.10300000011920929,85.02330017089844,4396,4257,425047
293,293,16.0,-0.05079999938607216,85.0199966430664,4408,4336,425064
294,294,19.0,0.32199999690055847,85.0219955444336,4366,4270,425062
295,295,18.0,0.0038999998942017555,85.02369689941406,4344,4399,425146
296,296,16.0,-0.6344000101089478,85.06999969482422,4430,4230,425250
297,297,20.0,0.7160999774932861,84.97219848632812,4439,4193,424738
298,298,18.0,-0.16759999096393585,85.010498046875,4325,4256,425018
299,299,21.0,0.25209999084472656,85.07080078125,4440,4300,425284
300,300,17.0,-0.06309999525547028,85.14440155029297,4443,4461,425731
301,301,17.0,-0.32580000162124634,85.17070007324219,4333,4308,425841
302,302,18.0,-0.14899998903274536,85.24949645996094,4279,4150,426183
303,303,19.0,0.3025999963283539,85.23989868164062,4413,4264,426125
304,304,20.0,-0.311599999666214,85.27320098876953,4355,4113,426245
305,305,17.0,-0.6775999665260315,85.3302993774414,4419,4212,426548
306,306,21.0,0.39409998059272766,85.32719421386719,4284,4274,426631
307,307,19.0,0.14829999208450317,85.3781967163086,4266,4296,426906
308,308,19.0,0.37599998712539673,85.36419677734375,4333,4241,426775
309,309,16.0,-0.29269999265670776,85.46329498291016,4250,4439,427411
310,310,19.0,-0.1574999988079071,85.50799560546875,4452,4380,427504
311,311,17.0,0.4814999997615814,85.53160095214844,4229,4267,427677
312,312,17.0,-0.3179999887943268,85.61470031738281,4446,4291,427996
313,313,20.0,0.42249998450279236,85.74250030517578,4348,4243,428660
314,314,20.0,0.25779998302459717,85.64949798583984,4388,4239,428173
315,315,23.0,0.2644999921321869,85.66600036621094,4225,4291,428363
316,316,19.0,0.1127999946475029,85.58110046386719,4421,4356,427873
317,317,22.0,-0.4770999848842621,85.59839630126953,4449,4199,427867
318,318,18.0,-0.24609999358654022,85.60099792480469,4377,4267,427950
319,319,18.0,-0.26179999113082886,85.63019561767578,4296,4346,428176
320,320,19.0,0.26809999346733093,85.58380126953125,4266,4378,427975
321,321,18.0,-0.560699999332428,85.6115951538086,4238,4228,428053
322,322,17.0,-0.28919997811317444,85.5624008178711,4407,4307,427762
323,323,21.0,0.2232999950647354,85.5730972290039,4304,4309,427868
324,324,19.0,0.296099990606308,85.44249725341797,4449,4244,427110
325,325,19.0,0.12039999663829803,85.53459930419922,4280,4308,427687
326,326,18.0,-0.4311999976634979,85.55809783935547,4177,4264,427834
327,327,17.0,-0.280599981546402,85.51649475097656,4208,4303,427630
328,328,17.0,-0.11669999361038208,85.50180053710938,4295,4361,427542
329,329,18.0,0.012999999336898327,85.51110076904297,4348,4423,427593
330,330,16.0,-0.22429999709129333,85.48889923095703,4354,4265,427400
331,331,22.0,0.38519999384880066,85.45939636230469,4247,4311,427329
332,332,18.0,-0.11429999768733978,85.51929473876953,4283,4288,427599
333,333,18.0,0.2345999926328659,85.54859924316406,4304,4264,427723
334,334,17.0,-0.2919999957084656,85.62189483642578,4351,4282,428075
335,335,20.0,0.4477999806404114,85.56710052490234,4334,4251,427794
336,336,18.0,-0.3188000023365021,85.55159759521484,4283,4409,427821
337,337,20.0,0.40389999747276306,85.4500961303711,4370,4301,427216
338,338,22.0,-0.12729999423027039,85.53499603271484,4304,4350,427698
339,339,16.0,-0.23909999430179596,85.54000091552734,4341,4247,427653
340,340,15.0,-0.10779999941587448,85.502197265625,4416,4264,427435
341,341,22.0,0.13570000231266022,85.47029876708984,4275,4348,427388
342,342,20.0,0.6169999837875366,85.49430084228516,4342,4221,427411
343,343,19.0,0.8470999598503113,85.63219451904297,4343,4205,428092
344,344,18.0,-0.2540999948978424,85.65010070800781,4299,4250,428226
345,345,19.0,0.26729997992515564,85.60519409179688,4583,4263,427866
346,346,19.0,-0.32519999146461487,85.56319427490234,4343,4295,427792
347,347,22.0,-0.1589999943971634,85.65909576416016,4333,4228,428243
348,348,21.0,0.8069999814033508,85.67430114746094,4288,4233,428344
349,349,19.0,0.06920000165700912,85.76239776611328,4321,4287,428795
350,350,17.0,0.22429999709129333,85.80169677734375,4307,4326,429018
351,351,19.0,0.18529999256134033,85.87379455566406,4343,4309,429352
352,352,21.0,0.21130000054836273,85.84489440917969,4232,4239,429228
353,353,20.0,0.08329999446868896,85.78949737548828,4306,4259,428924
354,354,20.0,0.17659999430179596,85.7938003540039,4302,4238,428937
355,355,19.0,0.16679999232292175,85.73819732666016,4342,4304,428672
356,356,17.0,-0.6225000023841858,85.75879669189453,4237,4313,428832
357,357,19.0,0.1386999934911728,85.74409484863281,4339,4310,428706
358,358,19.0,-0.19029998779296875,85.79259490966797,4288,4150,428894
359,359,21.0,0.2554999887943268,85.63249969482422,4317,4316,428162
360,360,18.0,-0.19329999387264252,85.5905990600586,4325,4343,427962
361,361,18.0,-0.18400000035762787,85.55839538574219,4309,4245,427760
362,362,17.0,0.2809000015258789,85.6511001586914,4399,4326,428219
363,363,19.0,-0.10260000079870224,85.7157974243164,4319,4253,428546
364,364,19.0,-0.03999999910593033,85.68799591064453,4281,4273,428436
365,365,16.0,-0.1403999924659729,85.72119903564453,4387,4213,428519
366,366,19.0,-0.06719999760389328,85.74789428710938,4409,4296,428683
367,367,19.0,-0.07440000027418137,85.86439514160156,4330,4254,429284
368,368,18.0,0.21050000190734863,85.9502944946289,4220,4337,429810
369,369,18.0,-0.1266999989748001,86.00260162353516,4213,4333,430073
370,370,18.0,0.33390000462532043,85.9719009399414,4392,4249,429788
371,371,17.0,0.44039997458457947,85.87889862060547,4348,4251,429346
372,372,18.0,0.18449999392032623,85.90909576416016,4397,4402,429548
373,373,19.0,0.06709999591112137,85.85089874267578,4342,4349,429258
374,374,20.0,-0.008700000122189522,85.87770080566406,4247,4324,429427
375,375,16.0,0.20889998972415924,85.85910034179688,4365,4250,429238
376,376,19.0,-0.2830999791622162,85.96339416503906,4344,4218,429754
377,377,19.0,-0.0007999999797903001,85.9749984741211,4301,4409,429929
378,378,18.0,-0.1648000031709671,85.95869445800781,4247,4326,429833
379,379,17.0,0.0811999961733818,85.9397964477539,4335,4271,429667
380,380,17.0,0.2572999894618988,85.94259643554688,4278,4236,429692
381,381,18.0,-0.11829999834299088,86.00489807128906,4276,4247,430010
382,382,19.0,-0.19110000133514404,85.99929809570312,4303,4326,430008
383,383,19.0,0.19419999420642853,86.00809478759766,4361,4228,429974
384,384,20.0,-0.0478999987244606,85.94229888916016,4345,4308,429693
385,385,20.0,0.010300000198185444,85.95880126953125,4284,4238,429771
386,386,19.0,0.4092999994754791,85.89529418945312,4218,4333,429534
387,387,19.0,0.09380000084638596,85.90959930419922,4196,4252,429576
388,388,18.0,0.4668999910354614,85.90979766845703,4284,4282,429548
389,389,17.0,0.1216999962925911,85.95539855957031,4221,4291,429812
390,390,21.0,0.4271000027656555,85.91299438476562,4273,4263,429560
391,391,21.0,-0.05419999733567238,85.92729949951172,4229,4186,429615
392,392,19.0,-0.10740000009536743,85.94960021972656,4305,4341,429766
393,393,17.0,-0.041600000113248825,86.01679992675781,4270,4228,430063
394,394,20.0,0.3360999822616577,86.04129791259766,4251,4332,430247
395,395,18.0,-0.12539999186992645,86.07170104980469,4328,4327,430358
396,396,21.0,0.12299999594688416,85.9646987915039,4197,4290,429870
397,397,17.0,-0.23799999058246613,85.92659759521484,4321,4291,429618
398,398,19.0,-0.2117999941110611,85.91529846191406,4291,4252,429557
399,399,20.0,0.12349999696016312,85.93429565429688,4321,4260,429641
400,400,19.0,-0.04230000078678131,85.95169830322266,4211,4456,429881
401,401,22.0,-0.19990000128746033,85.95939636230469,4281,4269,429791
402,402,18.0,0.04399999976158142,85.93939971923828,4213,4313,429747
403,403,17.0,0.258899986743927,85.89529418945312,4249,4256,429480
