generation,epoch,max_fitness,mean_population_fitness,mean_active_synapses,sprout_count,prune_count,ltw_mutation_count
404,404,16.0,-0.07400000095367432,85.85009765625,4377,4262,429193
405,405,17.0,0.27059999108314514,85.9137954711914,4175,4281,429622
406,406,21.0,0.16849999129772186,85.94490051269531,4394,4283,429669
407,407,18.0,-0.0421999990940094,85.86959838867188,4288,4282,429345
408,408,19.0,0.2531000077724457,85.8228988647461,4320,4341,429125
409,409,19.0,0.04089999943971634,85.76719665527344,4405,4343,428805
410,410,16.0,-0.11219999939203262,85.75689697265625,4265,4428,428866
411,411,16.0,-0.602400004863739,85.80509948730469,4286,4351,429058
412,412,23.0,-0.26179999113082886,85.84759521484375,4240,4328,429282
413,413,17.0,0.26659998297691345,85.71949768066406,4350,4371,428608
414,414,21.0,0.41200000047683716,85.68119812011719,4302,4322,428416
415,415,19.0,0.0851999968290329,85.82869720458984,4252,4221,429128
416,416,18.0,-0.4406999945640564,85.8323974609375,4374,4378,429164
417,417,18.0,-0.08739999681711197,85.92129516601562,4333,4338,429609
418,418,15.0,-0.1809999942779541,85.95989990234375,4255,4220,429782
419,419,19.0,0.015099999494850636,85.96109771728516,4215,4230,429813
420,420,17.0,-0.2953000068664551,86.0531997680664,4267,4299,430282
421,421,17.0,0.5971999764442444,85.95559692382812,4264,4214,429753
422,422,19.0,0.09200000017881393,85.914794921875,4448,4194,429447
423,423,19.0,-0.6449999809265137,85.9552993774414,4237,4300,429808
424,424,18.0,-0.20399999618530273,85.98649597167969,4333,4274,429903
425,425,17.0,0.31929999589920044,85.9760971069336,4390,4343,429857
426,426,21.0,-0.3474999964237213,85.99919891357422,4350,4216,429929
427,427,19.0,0.12079999595880508,86.01319885253906,4443,4265,429977
428,428,17.0,-0.3052999973297119,86.07479858398438,4364,4180,430282
429,429,17.0,0.16669999063014984,86.13389587402344,4329,4368,430689
430,430,18.0,0.028999999165534973,86.11280059814453,4319,4341,430575
431,431,18.0,0.37849998474121094,86.0885009765625,4266,4393,430506
432,432,18.0,0.2125999927520752,86.07149505615234,4455,4394,430327
433,433,18.0,-0.28049999475479126,86.00689697265625,4244,4407,430116
434,434,19.0,0.4373999834060669,86.0438003540039,4250,4306,430247
435,435,19.0,-0.5503999590873718,85.90039825439453,4158,4246,429546
436,436,20.0,-0.11759999394416809,85.88150024414062,4290,4361,429443
437,437,18.0,-0.18940000236034393,85.9937973022461,4376,4306,429934
438,438,17.0,0.017899999395012856,85.86479949951172,4233,4295,429355
439,439,18.0,0.22010000050067902,85.9301986694336,4405,4355,429626
440,440,17.0,-0.46629998087882996,85.87539672851562,4277,4431,429454
441,441,18.0,-0.12549999356269836,85.83349609375,4258,4295,429186
442,442,16.0,-0.5256999731063843,85.91899871826172,4300,4242,429566
443,443,19.0,0.06379999965429306,85.94760131835938,4287,4489,429839
444,444,21.0,0.20679999887943268,85.83049774169922,4264,4385,429213
445,445,19.0,-0.24369999766349792,85.8073959350586,4248,4438,429132
446,446,18.0,-0.09939999878406525,85.81659698486328,4172,4328,429161
447,447,17.0,-0.10099999606609344,85.79650115966797,4345,4228,428924
448,448,18.0,-0.29670000076293945,85.75149536132812,4413,4270,428686
449,449,19.0,-0.03749999776482582,85.73709869384766,4279,4286,428689
450,450,24.0,-0.017099998891353607,85.64969635009766,4255,4216,428229
451,451,17.0,-0.39469999074935913,85.65679931640625,4413,4415,428285
452,452,18.0,-0.0364999994635582,85.67859649658203,4330,4298,428377
453,453,18.0,-0.11169999837875366,85.80569458007812,4388,4179,428924
454,454,20.0,0.39640000462532043,85.66929626464844,4346,4219,428283
455,455,20.0,0.32670000195503235,85.74019622802734,4213,4289,428739
456,456,20.0,0.14459998905658722,85.85189819335938,4345,4282,429228
457,457,20.0,-0.1265999972820282,85.85509490966797,4252,4223,429261
458,458,21.0,0.3308999836444855,85.7615966796875,4224,4440,428916
459,459,21.0,0.10649999976158142,85.74859619140625,4330,4234,428695
460,460,16.0,-0.7601000070571899,85.8335952758789,4335,4335,429168
461,461,16.0,0.03449999913573265,85.82139587402344,4282,4190,429061
462,462,18.0,0.44929999113082886,85.86239624023438,4311,4321,429317
463,463,18.0,0.4041999876499176,85.96160125732422,4325,4275,429783
464,464,17.0,-0.03779999911785126,85.90459442138672,4321,4259,429492
465,465,19.0,-0.033900000154972076,85.96389770507812,4347,4266,429779
466,466,21.0,0.22360000014305115,85.97819519042969,4420,4368,429865
467,467,18.0,-0.19979999959468842,85.9738998413086,4341,4420,429909
468,468,17.0,-0.3044999837875366,85.92589569091797,4227,4238,429635
469,469,16.0,0.012600000016391277,85.87339782714844,4453,4219,429250
470,470,17.0,0.17260000109672546,85.84729766845703,4221,4194,429223
471,471,19.0,0.14100000262260437,85.88579559326172,4264,4376,429485
472,472,17.0,-0.09070000052452087,86.00619506835938,4393,4241,429955
473,473,18.0,0.18019999563694,85.90089416503906,4270,4229,429484
474,474,17.0,-0.30730000138282776,86.0197982788086,4316,4352,430117
475,475,16.0,-0.15209999680519104,86.04669952392578,4253,4274,430244
476,476,20.0,-0.06149999797344208,86.0042953491211,4296,4249,429998
477,477,16.0,0.6097999811172485,86.00059509277344,4375,4191,429911
478,478,21.0,0.0746999979019165,86.06430053710938,4292,4217,430284
479,479,18.0,-0.19110000133514404,86.01409912109375,4195,4328,430137
480,480,17.0,0.12239999324083328,86.09130096435547,4266,4375,430511
481,481,15.0,-0.41429999470710754,86.13710021972656,4245,4300,430713
482,482,17.0,-0.014499999582767487,86.26749420166016,4304,4203,431287
483,483,18.0,0.44039997458457947,86.29949951171875,4303,4342,431517
484,484,20.0,0.09229999780654907,86.23479461669922,4220,4178,431153
485,485,19.0,0.0017999999690800905,86.28179931640625,4266,4274,431413
486,486,19.0,0.2874000072479248,86.28379821777344,4276,4454,431508
487,487,19.0,-0.274399995803833,86.24189758300781,4362,4293,431175
488,488,17.0,-0.3845999836921692,86.28319549560547,4320,4352,431432
489,489,18.0,0.07239999622106552,86.3208999633789,4234,4305,431640
490,490,16.0,-0.48819997906684875,86.30780029296875,4284,4366,431580
491,491,20.0,0.33329999446868896,86.21039581298828,4160,4308,431126
492,492,19.0,0.43699997663497925,86.24189758300781,4254,4337,431251
493,493,20.0,-0.1436000019311905,86.21649932861328,4262,4449,431176
494,494,18.0,0.24639999866485596,86.2239990234375,4207,4371,431202
495,495,21.0,-0.0016999999061226845,86.06529998779297,4329,4370,430347
496,496,22.0,0.31129997968673706,86.03829956054688,4365,4290,430154
497,497,18.0,0.34379997849464417,86.02269744873047,4108,4265,430192
498,498,21.0,-0.07800000160932541,86.00149536132812,4220,4349,430072
499,499,20.0,0.5212999582290649,86.02529907226562,4272,4303,430142
500,500,19.0,-0.015099999494850636,86.03340148925781,4262,4420,430246
