seed,arm,model_kind,conventional,causal_state,predictive_weight,shuffled_future_targets,channels,best_epoch,best_validation_accuracy,full_accuracy,direct_only_accuracy,state_only_accuracy,shuffled_state_accuracy,reversed_state_accuracy,state_contribution_vs_direct_only,state_specificity_vs_shuffled,state_temporal_order_vs_reversed,future_alignment_margin,checkpoint_activity,activity_kind,mean_absolute_gate,effective_trainable_parameters,parameter_ratio_vs_target,test_examples_per_second,train_seconds,train_samples,validation_samples,test_samples
145,dilated_tcn,tcn,True,False,0.0,False,32,4,0.381,0.37733333333333335,,,,,,,,0.0,0.3316873763402303,relu_activation,0.0,131971,0.9875777327117211,55528.2336078827,4.686270178999621,15000,3000,3000
145,lif_pooled_predictive,pooled_predictive,False,True,0.2,False,32,4,0.372,0.37266666666666665,,,,,,,,0.3591651771068573,0.14039257816473644,spike_rate,0.22878412028153738,134214,1.0043627601379919,15108.077444976178,15.159767632000694,15000,3000,3000
145,analog_time_local_binding,time_local_binding,False,True,0.2,False,32,4,0.43,0.42133333333333334,,,,,,,,0.23712004578113555,0.7802884815533956,analog_activation,0.2953676423231761,134182,1.004123294744483,17020.175426661426,7.574613626999962,15000,3000,3000
145,lif_shuffled_time_local,time_local_binding,False,True,0.2,True,32,4,0.10133333333333333,0.09633333333333334,,,,,,,,-0.030382061700026195,0.41090673836072283,spike_rate,0.4864510509967804,134214,1.0043627601379919,12431.768394529658,14.28942376699979,15000,3000,3000
145,lif_time_local_binding,time_local_binding,False,True,0.2,False,32,4,0.07266666666666667,0.066,,,,,,,,0.03881261881192525,0.5065631499290466,spike_rate,0.6357150583267211,134214,1.0043627601379919,12308.984864714188,14.351960893000069,15000,3000,3000
