seed,arm,model_kind,conventional,causal_state,predictive_weight,shuffled_future_targets,channels,best_epoch,best_validation_accuracy,full_accuracy,direct_only_accuracy,state_only_accuracy,shuffled_state_accuracy,reversed_state_accuracy,state_contribution_vs_direct_only,state_specificity_vs_shuffled,state_temporal_order_vs_reversed,future_alignment_margin,checkpoint_activity,activity_kind,mean_absolute_gate,effective_trainable_parameters,parameter_ratio_vs_target,test_examples_per_second,train_seconds,train_samples,validation_samples,test_samples
145,dilated_tcn,tcn,True,False,0.0,False,32,4,0.6201783388438032,0.5940045137866745,,,,,,,,0.0,0.4014148314852392,relu_activation,0.0,131971,0.9875777327117211,50991.34880060271,46.60961767899971,75466,9981,20382
145,lif_pooled_predictive,pooled_predictive,False,True,0.2,False,32,4,0.6334034665865144,0.609802767147483,0.608772446276126,0.13546266313413796,0.6283976057305466,0.6079874398979491,0.0010303208713570156,-0.018594838583063544,0.0018153272495339268,0.3001643633798018,0.07309250738798911,spike_rate,0.23284819387773129,134214,1.0043627601379919,15210.239721437125,269.0622479950007,75466,9981,20382
145,analog_time_local_binding,time_local_binding,False,True,0.2,False,32,5,0.6001402665063621,0.581150034344029,0.5779609459326857,0.12285349818467275,0.5790893926013149,0.5751152978117947,0.003189088411343355,0.002060641742714142,0.006034736532234297,0.26855251762422705,0.826878937932369,analog_activation,0.4440700335850508,134182,1.004123294744483,17780.150154878476,147.28903442699993,75466,9981,20382
146,dilated_tcn,tcn,True,False,0.0,False,32,4,0.6175733894399359,0.5970464135021097,,,,,,,,0.0,0.3839774336627486,relu_activation,0.0,131971,0.9875777327117211,53810.30443625477,45.336395784999695,75466,9981,20382
146,lif_pooled_predictive,pooled_predictive,False,True,0.2,False,32,6,0.6198777677587416,0.6076930625061329,0.6064174271415955,0.14586399764498087,0.6310960651555294,0.6047983514866059,0.001275635364537342,-0.023403002649396543,0.0028947110195269854,0.32330611359849665,0.05840593107544034,spike_rate,0.2682323553923383,134214,1.0043627601379919,11646.121820037022,270.2557501749998,75466,9981,20382
146,analog_time_local_binding,time_local_binding,False,True,0.2,False,32,5,0.6343051798416992,0.6159846923756256,0.6082327543911294,0.12481601413011481,0.6132862329506428,0.6091649494652144,0.007751937984496138,0.002698459424982813,0.006819742910411208,0.2409551879536379,0.8537857525131791,analog_activation,0.45788806423028733,134182,1.004123294744483,24202.91671224221,149.88501321799959,75466,9981,20382
147,dilated_tcn,tcn,True,False,0.0,False,32,5,0.5965334134856227,0.5834069276812874,,,,,,,,0.0,0.36123257910242584,relu_activation,0.0,131971,0.9875777327117211,54699.049570523995,47.956748614999015,75466,9981,20382
147,lif_pooled_predictive,pooled_predictive,False,True,0.2,False,32,7,0.6243863340346658,0.603032087135708,0.5987145520557354,0.16578353449121774,0.623098812677853,0.6016583259738986,0.004317535079972568,-0.02006672554214506,0.001373761161809428,0.3046135009270914,0.06666517186847405,spike_rate,0.2525911097753014,134214,1.0043627601379919,15357.005602182646,269.7710120290012,75466,9981,20382
147,analog_time_local_binding,time_local_binding,False,True,0.2,False,32,5,0.5710850616170724,0.5636345795309586,0.5595132960455304,0.0850260033362771,0.5648611519968599,0.5596604847414385,0.004121283485428284,-0.0012265724659012989,0.003974094789520155,0.23792253682937628,0.8567272035229394,analog_activation,0.45059629577016375,134182,1.004123294744483,21639.30776880729,147.96181042900025,75466,9981,20382
