world,group,neuron_count,hidden_neurons,max_edges,seed,generation,epoch_best_fitness,all_time_best_fitness,selection_best_fitness,mean_population_fitness,selection_mean_fitness,mean_active_synapses,active_edge_utilization,fitness_per_active_synapse,mean_hidden_edges,mean_hidden_edge_fraction,mean_direct_sensor_motor_fraction,sprout_count,prune_count,low_ltw_prune_count,ltw_mutation_count
simple,low_ltw_pruning,32,20,256,42,12,14.0,16.0,14.0,-0.5406999588012695,-0.5406999588012695,32.47489929199219,0.12685507535934448,0.43110218369336667,21.61389923095703,0.6534543037414551,0.26903417706489563,22833,6282,4816,154099
simple,low_ltw_pruning,32,20,256,42,13,20.0,20.0,20.0,-0.406499981880188,-0.406499981880188,33.90299987792969,0.13243359327316284,0.5899182984400057,22.858999252319336,0.6636115312576294,0.25656574964523315,22363,6437,4850,161552
simple,low_ltw_pruning,32,20,256,42,14,14.0,20.0,14.0,-1.0555000305175781,-1.0555000305175781,35.51390075683594,0.13872617483139038,0.39421183541222776,24.263599395751953,0.6739002466201782,0.24407601356506348,22306,6959,5317,169896
simple,low_ltw_pruning,32,20,256,42,15,17.0,20.0,17.0,-1.01419997215271,-1.01419997215271,37.06279754638672,0.14477655291557312,0.4586809719024392,25.634599685668945,0.6834211945533752,0.23275108635425568,22098,7432,5634,177981
simple,low_ltw_pruning,32,20,256,42,16,13.0,20.0,13.0,-1.227199912071228,-1.227199912071228,38.59479904174805,0.1507609337568283,0.33683294958830806,27.01089859008789,0.6924266219139099,0.22262978553771973,22034,7728,5916,185821
simple,low_ltw_pruning,32,20,256,42,17,15.0,20.0,15.0,-0.937999963760376,-0.937999963760376,39.964500427246094,0.15611132979393005,0.37533310412091725,28.244598388671875,0.7001367807388306,0.21354377269744873,21772,7911,6015,192892
simple,low_ltw_pruning,32,20,256,42,18,18.0,20.0,18.0,-0.5037999749183655,-0.5037999749183655,41.35490036010742,0.16154257953166962,0.43525676142998315,29.485599517822266,0.7071003913879395,0.2053583711385727,21803,8132,6202,199939
simple,low_ltw_pruning,32,20,256,42,19,18.0,20.0,18.0,-0.11729999631643295,-0.11729999631643295,42.78030014038086,0.16711054742336273,0.4207544112812237,30.738698959350586,0.7131858468055725,0.19869954884052277,21681,8618,6487,207370
simple,low_ltw_pruning,32,20,256,42,20,15.0,20.0,15.0,-1.0152000188827515,-1.0152000188827515,43.976600646972656,0.17178359627723694,0.34109048401476655,31.861299514770508,0.7195318937301636,0.19241838157176971,21478,8648,6634,213468
simple,low_ltw_pruning,32,20,256,42,21,15.0,20.0,15.0,-0.33239999413490295,-0.33239999413490295,45.30039978027344,0.17695468664169312,0.33112290559810725,33.0546989440918,0.7250779867172241,0.18674956262111664,21381,8821,6724,220222
simple,low_ltw_pruning,32,20,256,42,22,18.0,20.0,18.0,-0.27730000019073486,-0.27730000019073486,46.47189712524414,0.18153084814548492,0.38733086259614236,34.062400817871094,0.728585422039032,0.18197861313819885,21263,9462,7214,226459
simple,low_ltw_pruning,32,20,256,42,23,20.0,20.0,20.0,-0.6214999556541443,-0.6214999556541443,47.708900451660156,0.18636289238929749,0.41920899057953553,35.2150993347168,0.7341728806495667,0.1762506365776062,20967,9530,7254,232826
simple,low_ltw_pruning,32,20,256,42,24,16.0,20.0,16.0,-0.43849998712539673,-0.43849998712539673,48.881797790527344,0.19094452261924744,0.3273202034950644,36.253299713134766,0.7378405332565308,0.17159825563430786,21169,9845,7553,238747
simple,low_ltw_pruning,32,20,256,42,25,16.0,20.0,16.0,-0.8424999713897705,-0.8424999713897705,50.03989791870117,0.19546835124492645,0.31974485691387466,37.31869888305664,0.7421472668647766,0.1671450436115265,20841,10102,7743,244830
