seed,arm,model_kind,conventional,causal_state,channels,best_epoch,best_validation_accuracy,full_accuracy,direct_only_accuracy,state_only_accuracy,shuffled_state_accuracy,state_contribution_vs_direct_only,state_specificity_vs_shuffled,checkpoint_activity,activity_kind,mean_absolute_gate,effective_trainable_parameters,parameter_ratio_vs_target,test_examples_per_second,train_seconds,train_samples,validation_samples,test_samples
142,dilated_tcn,tcn,True,False,32,4,0.4,0.3923333333333333,,,,,,0.376549395720164,relu_activation,0.0,131971,0.9875777327117211,51824.877451054854,3.42089182299992,15000,3000,3000
142,shared_residual_analog,shared_residual_analog,False,True,32,4,0.399,0.381,,,,,,0.837235425790151,analog_activation,0.1342758685350418,132038,0.9880791133793805,27989.32890039087,7.157701515999861,15000,3000,3000
142,shared_residual_lif,shared_residual_lif,False,True,32,4,0.4103333333333333,0.39766666666666667,,,,,,0.13063362681865692,spike_rate,0.09391922503709793,132070,0.9883185787728895,18147.850135816414,12.695453421000138,15000,3000,3000
