group,neuron_count,hidden_neurons,max_edges,seeds,final_mean_best_fitness,final_std_best_fitness,final_mean_selection_best_fitness,final_mean_active_synapses,final_active_edge_utilization,final_fitness_per_active_synapse,final_mean_hidden_edge_fraction,final_mean_direct_sensor_motor_fraction,threshold_success_rate,mean_generation_to_threshold
gentle_ltw_scheduled,32,20,256,3,22.666666666666668,0.5773502691896258,15.333333333333334,77.8317642211914,0.30403032898902893,0.19705684941171933,0.8099418679873148,0.08278652280569077,0.0,
low_ltw_pruning,32,20,256,3,22.333333333333332,0.5773502691896258,17.0,97.97389729817708,0.3827105363210042,0.17360634394999977,0.830620268980662,0.06436259051163991,0.0,
