arm,dynamics,runs,mean_conv_reference_accuracy,mean_full_accuracy,std_full_accuracy,mean_direct_only_accuracy,mean_state_only_accuracy,mean_shuffled_state_accuracy,mean_full_gain_vs_conv,mean_state_contribution_vs_direct_only,one_point_seed_count_state_contribution,mean_state_specificity_vs_shuffled,one_point_seed_count_state_specificity,mean_direct_contribution_vs_state_only,mean_full_activity,effective_trainable_parameters,parameter_ratio_vs_target,mean_train_seconds,mean_full_test_examples_per_second
residual_analog,analog,3,0.8265606595995288,0.8374558303886926,0.008168393113474809,0.5267962308598351,0.1880153121319199,0.5936395759717316,0.010895170789163688,0.31065959952885747,3,0.2438162544169611,3,0.6494405182567727,0.9220312753049448,131924,0.9872260179150047,10.793214618332664,28142.982372074952
residual_lif,lif,3,0.8265606595995288,0.8390753828032981,0.004347709970622304,0.7748822143698469,0.2214369846878681,0.7974087161366313,0.012514723203769118,0.06419316843345113,3,0.041666666666666664,3,0.61763839811543,0.255471669409525,131956,0.9874654833085138,19.652563774000253,18502.508767260995
