topology_preset,requested_active_edges,seeded_active_edges,adjacency_json,population_size,steps,seconds,ticks_per_second,agent_steps_per_second,mean_active_synapses,device,dtype,torch_compile_requested,torch_compile_active,compile_error,tick_mode,cuda_memory_allocated_mb,cuda_max_memory_allocated_mb,accelerator_backend
champion,,55,gen5_outputs/champion/champion_sparse_adjacency.json,1000,240,0.17137308000019402,1400.4533267402808,1400453.3267402807,55.000003814697266,cuda,torch.float32,True,True,,tensor_hot_path_no_epoch_control,4.6162109375,4.87890625,cuda
champion,,55,gen5_outputs/champion/champion_sparse_adjacency.json,10000,240,0.3083656929998142,778.296695930259,7782966.95930259,55.0,cuda,torch.float32,True,True,,tensor_hot_path_no_epoch_control,46.59375,49.2001953125,cuda
champion,,55,gen5_outputs/champion/champion_sparse_adjacency.json,50000,240,0.39698809800029267,604.5521294188096,30227606.470940482,55.0,cuda,torch.float32,True,True,,tensor_hot_path_no_epoch_control,230.603515625,243.595703125,cuda
champion,,55,gen5_outputs/champion/champion_sparse_adjacency.json,100000,240,0.6442801839998538,372.50874070038833,37250874.07003883,55.0,cuda,torch.float32,True,True,,tensor_hot_path_no_epoch_control,462.23291015625,488.19482421875,cuda
